id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark
R00141,1 C00002 + 1 C00014 <=> 1 C00008 + 1 C02306,2.7.3.8,,,,RC00002__C00002_C00008, 11027,,ATP:ammonia phosphotransferase,,
R00143,1 C00001 + 1 C00003 + 1 C00014 <=> 1 C00004 + 1 C00080 + 1 C00192,1.7.1.10 1.7.99.1,,K05601 K15864,rn00910 rn01100,RC00001__C00003_C00004 RC02797__C00014_C00192, 20584,"not using NADH directly, but electron-transferring (ec 1.7.99.1, see R00284)",ammonia:NAD+ oxidoreductase; NADH:hydroxylamine oxidoreductase,,
R00145,1 C00001 + 1 C00003 + 1 C05167 <=> 1 C00004 + 1 C00014 + 1 C00080 + 1 C00161,1.4.1.1 1.4.1.10 1.4.1.12 1.4.1.15 1.4.1.19 1.4.1.2 1.4.1.20 1.4.1.3 1.4.1.4 1.4.1.5 1.4.1.7 1.4.1.8 1.4.1.9,,,,RC00001__C00003_C00004 RC00025__C00161_C05167,,"general reaction, NADPH(see R00146)",alpha-amino acid:NAD+ oxidoreductase (deaminating),,
R00146,1 C00001 + 1 C00006 + 1 C05167 <=> 1 C00005 + 1 C00014 + 1 C00080 + 1 C00161,1.4.1.1 1.4.1.10 1.4.1.12 1.4.1.15 1.4.1.19 1.4.1.2 1.4.1.20 1.4.1.3 1.4.1.4 1.4.1.5 1.4.1.7 1.4.1.8 1.4.1.9,,,,RC00001__C00005_C00006 RC00025__C00161_C05167,,"general reaction, NADH(see R00145)",alpha-amino acid:NADP+ oxidoreductase (deaminating),,
R00148,1 C00007 + 1 C00014 + 1 C00390 <=> 1 C00001 + 1 C00192 + 1 C00399,1.14.99.39,M00528 M00804,K10944 K10945 K10946,rn00910 rn01100 rn01120 rn01310,RC00061__C00390_C00399 RC02797__C00014_C00192,,,"ammonia,ubiquinol:oxygen oxidoreductase; ammonia monooxygenase",,
R00149,1 C00001 + 2 C00002 + 1 C00011 + 1 C00014 <=> 2 C00008 + 1 C00009 + 1 C00169,6.3.4.16,M00029,K01948,rn00220 rn00250 rn00910 rn01100 rn01120 rn01200 rn01230,RC00002__C00002_C00008 RC02804__C00014_C00169,,,"carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)",,
R00150,1 C00002 + 1 C00014 + 1 C00288 <=> 1 C00001 + 1 C00008 + 1 C00169,2.7.2.2,,K00926,rn00220 rn00230 rn01100 rn01110 rn01120 rn01200,RC00002__C00002_C00008 RC02804__C00014_C00169, 10155,two-step reaction (see R01395+R12185),ATP:carbamate phosphotransferase,,
R00152,2 C00001 + 1 C01326 <=> 1 C00014 + 1 C00058,3.5.5.-,,K18282,rn00460 rn01100,RC03209__C00014_C01326 RC03210__C00058_C01326,,"cyanide dihydratase, CynD",hydrogen cyanide aminohydrolase,,
R00153,2 C00080 + 2 C05359 + 1 C05361 <=> 2 C00014,1.18.6.1,,,,,,"a part of multi-step reaction (see R05185, R00002+R00067+R00153+R02802+R04782)",reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing),,
R00155,1 C00001 + 1 C00015 <=> 1 C00009 + 1 C00105,3.6.1.5 3.6.1.6,,K01510 K01511 K12304 K12305 K14641 K14642,rn00240 rn01100 rn01232,RC00002__C00015_C00105, 64879,,UDP phosphohydrolase,,
R00156,1 C00002 + 1 C00015 <=> 1 C00008 + 1 C00075,2.7.4.6,M00052,K00940 K18533,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008, 25101,,ATP:UDP phosphotransferase,,
R00157,1 C00020 + 1 C00075 <=> 1 C00008 + 1 C00015,2.7.4.10,,K00944,,RC00002__C00008_C00020,,,uridine triphosphate:AMP phosphotransferase; UTP:AMP phosphotransferase,,
R00158,1 C00002 + 1 C00105 <=> 1 C00008 + 1 C00015,2.7.4.14 2.7.4.22 2.7.4.4,M00052,K09903 K13800 K13809,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008, 24403,,ATP:UMP phosphotransferase,,
R00159,1 C00001 + 1 C00075 <=> 1 C00009 + 1 C00015,3.6.1.39 3.6.1.5,,K01510 K14641 K14642,rn00240 rn01100 rn01232,RC00002__C00015_C00075, 64903,,UTP phosphohydrolase,,
R00160,1 C00001 + 1 C00016 <=> 1 C00020 + 1 C00061,3.6.1.18 3.6.1.9,,K01513 K18453,rn00740 rn01100,RC00002__C00016_C00020, 13892,,FAD nucleotidohydrolase,,
R00161,1 C00002 + 1 C00061 <=> 1 C00013 + 1 C00016,2.7.7.2,M00125 M00911,K00953 K11753 K14656 K22949,rn00740 rn01100 rn01110 rn01240,RC00002__C00016_C00061, 17240,,ATP:FMN adenylyltransferase,,
R00162,1 C00002 + 1 C00017 <=> 1 C00008 + 1 C00562,2.7.11.1 2.7.11.10 2.7.11.11 2.7.11.12 2.7.11.13 2.7.11.17 2.7.11.21 2.7.11.22 2.7.11.24 2.7.11.25 2.7.11.30 2.7.11.8 2.7.11.9 2.7.12.1 2.7.12.2,,,,RC00002__C00002_C00008, 17992__46611,general reaction,ATP:protein phosphotransferase; ATP:protein phosphotransferase (Ca2+/calmodulin-dependent),,
R00164,1 C00001 + 1 C00562 <=> 1 C00009 + 1 C00017,3.1.3.16,,,,, 20632__47007,,phosphoprotein phosphohydrolase,,
R00165,1 C00017 <=> 1 C00886,,,,,,,incomplete reaction,,,
R00166,1 C00017 <=> 1 C02047,,,,,,,incomplete reaction,,,
R00167,1 C02163 <=> 1 C00613,,,,,,,incomplete reaction,,,
R00168,1 C00017 <=> 1 C02554,,,,,,,incomplete reaction,,,
R00169,1 C00017 <=> 1 C02987,,,,,,,incomplete reaction,,,
R00170,1 C00017 <=> 1 C03127,,,,,,,incomplete,,,
R00172,1 C00017 <=> 1 C05336,,,,,,,incomplete reaction,,,
R00173,1 C00001 + 1 C00018 <=> 1 C00009 + 1 C00250,3.1.3.74,,K07758 K13248,rn00750 rn01100 rn01240,RC00017__C00018_C00250, 20536,,pyridoxal-5'-phosphate phosphohydrolase,,
R00174,1 C00002 + 1 C00250 <=> 1 C00008 + 1 C00018,2.7.1.35,,K00868,rn00750 rn01240,RC00002__C00002_C00008 RC00017__C00018_C00250, 10227,,ATP:pyridoxal 5'-phosphotransferase,,
R00177,1 C00009 + 1 C00013 + 1 C00019 <=> 1 C00001 + 1 C00002 + 1 C00073,2.5.1.6,M00034 M00035 M00368 M00609 M00953,K00789,rn00270 rn00670 rn00999 rn01100 rn01110 rn01230 rn01240,RC00021__C00019_C00073, 21083,"possibly intermediate (triphosphate, see [CPD:C00536])",ATP:L-methionine S-adenosyltransferase,,
R00178,1 C00019 + 1 C00080 <=> 1 C00011 + 1 C01137,4.1.1.50,M00034 M00133,K01611,rn00270 rn00330 rn01100 rn01110,RC00299__C00019_C01137, 15984,,S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming],,
R00179,1 C00019 <=> 1 C00170 + 1 C01234,4.4.1.14,M00368,K01762 K20772,rn00270 rn01100 rn01110,RC00021__C00019_C00170 RC01124__C00019_C01234, 21747,,S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming),,
R00181,1 C00001 + 1 C00020 <=> 1 C00014 + 1 C00130,3.5.4.17 3.5.4.6,M00958,K01490,rn00230 rn01100 rn01110 rn01232,RC00477__C00020_C00130, 14780,,AMP aminohydrolase,,
R00182,1 C00001 + 1 C00020 <=> 1 C00117 + 1 C00147,3.2.2.4,,K01241 K06966,rn00230 rn01100 rn01232,RC00063__C00020_C00147 RC00318__C00020_C00117, 20132,,AMP phosphoribohydrolase,,
R00183,1 C00001 + 1 C00020 <=> 1 C00009 + 1 C00212,3.1.3.5,M00958,K01081 K02566 K03787 K08693 K11751 K19970,rn00230 rn01100 rn01232,RC00017__C00020_C00212, 29378,,adenosine 5'-monophosphate phosphohydrolase,,
R00184,1 C00001 + 1 C01260 <=> 1 C00002 + 1 C00020,3.6.1.17 3.6.1.61,,K01518 K18445 K26955,rn00230 rn01100,RC00002__C00002_C01260, 32042,,"P1,P4-bis(5'-adenosyl)-tetraphosphate adenylohydrolase",,
R00185,1 C00002 + 1 C00212 <=> 1 C00008 + 1 C00020,2.7.1.20,,K00856,rn00230 rn01100 rn01232,RC00002__C00002_C00008 RC00017__C00020_C00212, 20827,,ATP:adenosine 5'-phosphotransferase,,
R00187,1 C00001 + 1 C06197 <=> 1 C00008 + 1 C00020,3.6.1.29,,K01522 K18424,rn00230 rn01100,RC00002__C00008_C06197, 13896,,"P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase",,
R00188,1 C00001 + 1 C00054 <=> 1 C00009 + 1 C00020,3.1.3.7 3.1.3.97,,K01082 K06881 K07053 K15422 K15759,,RC00078__C00020_C00054, 10043,,"adenosine-3',5'-bisphosphate 3'-phosphohydrolase",,
R00189,1 C00002 + 1 C00014 + 1 C00857 <=> 1 C00003 + 1 C00013 + 1 C00020,6.3.1.5 6.3.5.1,M00115 M00912,K01916,rn00760 rn01100 rn01240,RC00100__C00003_C00857, 21191,,deamido-NAD+:ammonia ligase (AMP-forming),,
R00190,1 C00013 + 1 C00020 <=> 1 C00119 + 1 C00147,2.4.2.7,,K00759,rn00230 rn01100 rn01232,RC00063__C00020_C00147, 16612,,AMP:diphosphate phospho-D-ribosyltransferase,,
R00191,1 C00001 + 1 C00575 <=> 1 C00020,3.1.4.17 3.1.4.53,,K01120 K03651 K13293 K13294 K13296 K13298 K13755 K18283 K18436 K18437 K18438 K19021,rn00230 rn01100,RC00296__C00020_C00575, 25280,,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",,
R00192,1 C00001 + 1 C00021 <=> 1 C00155 + 1 C00212,3.13.2.1,M00035,K01251,rn00270 rn00670 rn01100,RC00069__C00021_C00155 RC01161__C00021_C00212, 21711,multi-step reaction,S-adenosyl-L-homocysteine hydrolase,,
R00193,1 C00001 + 1 C00021 <=> 1 C00014 + 1 C03431,3.5.4.28,,K12960,rn00270 rn01100,RC01168__C00021_C03431, 20719,,S-adenosyl-L-homocysteine aminohydrolase,,
R00194,1 C00001 + 1 C00021 <=> 1 C00147 + 1 C03539,3.2.2.9,M00609,K01243 K18284,rn00270 rn01100 rn01230,RC00063__C00021_C00147 RC00318__C00021_C03539, 17808,,S-adenosyl-L-homocysteine homocysteinylribohydrolase,,
R00195,1 C00001 + 1 C06393 <=> 2 C00014 + 1 C00022,4.3.1.15,,,,RC01176__C00022_C06393, 22087,,"2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)",,
R00196,2 C00125 + 1 C00186 <=> 1 C00022 + 2 C00080 + 2 C00126,1.1.2.3,,K00101,rn00620 rn01100,RC00016__C00125_C00126 RC00044__C00022_C00186, 19912,,(S)-lactate:ferricytochrome-c 2-oxidoreductase,,
R00197,2 C00125 + 1 C00256 <=> 1 C00022 + 2 C00080 + 2 C00126,1.1.2.4,,K00102,rn00620 rn01100,RC00016__C00125_C00126 RC00044__C00022_C00256, 13524,,(R)-lactate:ferricytochrome-c 2-oxidoreductase,,
R00198,1 C00256 + 2 C01070 <=> 1 C00022 + 2 C00080 + 2 C01071,1.1.2.5,,,rn00620 rn01100,RC00044__C00022_C00256, 16468,,(R)-lactate:ferricytochrome-c-553 2-oxidoreductase,,
R00199,1 C00001 + 1 C00002 + 1 C00022 <=> 1 C00009 + 1 C00020 + 1 C00074,2.7.9.2,M00173 M00374,K01007,rn00010 rn00620 rn00680 rn00720 rn01100 rn01110 rn01120 rn01200,RC00002__C00002_C00020 RC00015__C00022_C00074, 11367,multi-step reaction,"ATP:pyruvate,water phosphotransferase",,
R00200,1 C00002 + 1 C00022 <=> 1 C00008 + 1 C00074,2.7.1.40,M00001 M00002,K00873 K12406,rn00010 rn00620 rn01100 rn01110 rn01120 rn01200 rn01230,RC00002__C00002_C00008 RC00015__C00022_C00074, 18160,,ATP:pyruvate 2-O-phosphotransferase,,
R00203,1 C00001 + 1 C00003 + 1 C00546 <=> 1 C00004 + 1 C00022 + 1 C00080,1.2.1.22 1.2.1.23,,K07248,rn00620 rn01100,RC00001__C00003_C00004 RC00104__C00022_C00546, 52007,,pyruvaldehyde:NAD+ oxidoreductase; 2-oxopropanal:NAD+ oxidoreductase,,
R00205,1 C00001 + 1 C00006 + 1 C00546 <=> 1 C00005 + 1 C00022 + 1 C00080,1.2.1.49,,,rn00620 rn01100,RC00001__C00005_C00006 RC00104__C00022_C00546,,,2-oxopropanal:NADP+ oxidoreductase,,
R00206,1 C00002 + 1 C00009 + 1 C00022 <=> 1 C00013 + 1 C00020 + 1 C00074,2.7.9.1,M00169 M00171 M00172 M00173,K01006,rn00010 rn00620 rn00710 rn00720 rn01100 rn01120 rn01200,RC00002__C00002_C00020 RC00015__C00022_C00074, 10759,multi-step reaction,"ATP:pyruvate,phosphate phosphotransferase",,
R00207,1 C00007 + 1 C00009 + 1 C00022 <=> 1 C00011 + 1 C00027 + 1 C00227,1.2.3.3,,K00158,rn00620 rn01100,RC02745__C00022_C00227 RC02755__C00007_C00027, 20851,,pyruvate:oxygen 2-oxidoreductase (phosphorylating),,
R00208,1 C00001 + 1 C00074 <=> 1 C00009 + 1 C00022,3.1.3.60,,,,RC00015__C00022_C00074, 20000,,phosphoenolpyruvate phosphohydrolase,,
R00209,1 C00003 + 1 C00010 + 1 C00022 <=> 1 C00004 + 1 C00011 + 1 C00024 + 1 C00080,1.2.1.104,M00307,K00161 K00162 K00163 K00382 K00627,rn01100 rn01110 rn01120 rn01200 rn01210,RC00001__C00003_C00004 RC00004__C00010_C00024 RC02742__C00022_C00024, 28045,"multienzyme system: ec 1.2.4.1, ec 2.3.1.12 and ec 1.8.1.4;multi-step reaction (see R01699+R02569+R07618)",pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating); pyruvate dehydrogenase complex,,
R00210,1 C00006 + 1 C00010 + 1 C00022 <=> 1 C00005 + 1 C00011 + 1 C00024 + 1 C00080,1.2.1.51,,,rn01210,RC00001__C00005_C00006 RC00004__C00010_C00024 RC02742__C00022_C00024, 17428,,pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating),,
R00211,1 C00007 + 1 C00010 + 1 C00022 <=> 1 C00011 + 1 C00024 + 1 C00027,1.2.3.6,,,rn00620,RC00004__C00010_C00024 RC02742__C00022_C00024 RC02755__C00007_C00027, 21915,,pyruvate:oxygen 2-oxidoreductase (CoA-acetylating),,
R00212,1 C00024 + 1 C00058 <=> 1 C00010 + 1 C00022,2.3.1.54,,K00656,rn00620 rn00650 rn01100 rn01120,RC00004__C00010_C00024 RC01181__C00022_C00058 RC02742__C00022_C00024, 11847,,acetyl-CoA:formate C-acetyltransferase,,
R00213,1 C00001 + 1 C03015 <=> 1 C00011 + 2 C00014 + 1 C00022,4.3.1.13,,,,RC01182__C00022_C03015, 15448,,O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming),,
R00214,1 C00003 + 1 C00149 <=> 1 C00004 + 1 C00011 + 1 C00022 + 1 C00080,1.1.1.38 1.1.1.39,M00171,K00027 K00028,rn00620 rn00710 rn01100 rn01120 rn01200,RC00001__C00003_C00004 RC00105__C00022_C00149, 12656,,(S)-malate:NAD+ oxidoreductase (decarboxylating),,
R00215,1 C00003 + 1 C00497 <=> 1 C00004 + 1 C00011 + 1 C00022 + 1 C00080,1.1.1.83,,K07246,rn00650 rn01100,RC00001__C00003_C00004 RC00105__C00022_C00497, 18368,,(R)-malate:NAD+ oxidoreductase (decarboxylating),,
R00216,1 C00006 + 1 C00149 <=> 1 C00005 + 1 C00011 + 1 C00022 + 1 C00080,1.1.1.40,M00169 M00172,K00029,rn00620 rn00710 rn01100 rn01120 rn01200,RC00001__C00005_C00006 RC00105__C00022_C00149, 18256,,(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),,
R00217,1 C00036 <=> 1 C00011 + 1 C00022,1.1.1.38 1.1.1.40 4.1.1.112,,K01003,rn00620 rn01100,RC00040__C00022_C00036, 15644,,oxaloacetate carboxy-lyase (pyruvate-forming),,
R00218,1 C00001 + 1 C03248 <=> 1 C00011 + 1 C00022,4.1.1.78,,,rn00620,RC01185__C00022_C03248, 17736,,acetylenedicarboxylate carboxy-lyase (pyruvate-forming),,
R00219,1 C00011 + 1 C00022 <=> 1 C03981,4.1.1.-,,,rn00620,RC03119__C00022_C03981,,,2-hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming),,
R00220,1 C00065 <=> 1 C00014 + 1 C00022,4.3.1.17 4.3.1.19,M00975,K01752 K01754 K17989,rn00260 rn01100 rn01110 rn01200 rn01230,RC02600__C00022_C00065, 19172,,L-serine ammonia-lyase,,
R00221,1 C00740 <=> 1 C00014 + 1 C00022,4.3.1.18,,K01753 K20498,rn00260 rn00470 rn01100,RC02600__C00022_C00740, 13980,,D-serine ammonia-lyase,,
R00223,1 C00716 <=> 1 C00014 + 1 C00022,4.3.1.15,,,,RC02600__C00022_C00716,,,serine ammonia-lyase (pyruvate-forming),,
R00224,1 C00022 <=> 1 C00011 + 1 C00084,4.1.1.1,,,,RC01194__C00022_C00084, 45487,TPP-dependent enzymatic reaction (see R00014+R00755),pyruvate carboxy-lyase (acetaldehyde-forming),,
R00226,1 C00011 + 1 C06010 <=> 2 C00022,2.2.1.6,M00019,K01652 K01653 K11258,rn00290 rn00650 rn00660 rn00770 rn01100 rn01110 rn01210 rn01230,RC00106__C00022_C06010, 25252,TPP-dependent enzymatic reaction (R00014+R04672),pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating),,
R00227,1 C00001 + 1 C00024 <=> 1 C00010 + 1 C00033,3.1.2.1,,K01067,rn00620 rn01100,RC00004__C00010_C00024 RC00012__C00024_C00033, 20292,,acetyl-CoA hydrolase,,
R00228,1 C00003 + 1 C00010 + 1 C00084 <=> 1 C00004 + 1 C00024 + 1 C00080,1.2.1.10,M00545 M00569,K00132 K04021 K04072 K04073 K18366,rn00360 rn00362 rn00620 rn00621 rn00622 rn01100 rn01120 rn01220,RC00001__C00003_C00004 RC00004__C00010_C00024 RC01195__C00024_C00084, 23291,,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),,
R00229,1 C00002 + 1 C00010 + 1 C00033 <=> 1 C00008 + 1 C00009 + 1 C00024,6.2.1.13,,K01905 K22224 K24012,rn00010 rn00620 rn01100 rn01120,RC00002__C00002_C00008 RC00004__C00010_C00024 RC00012__C00024_C00033, 15084,,acetate:CoA ligase (ADP-forming),,
R00230,1 C00009 + 1 C00024 <=> 1 C00010 + 1 C00227,2.3.1.8,M00357 M00579,K00625 K04020 K13788 K15024,rn00430 rn00620 rn00680 rn00720 rn01100 rn01120 rn01200,RC00004__C00010_C00024 RC02746__C00024_C00227, 19524,,acetyl-CoA:phosphate acetyltransferase,,
R00233,1 C00083 <=> 1 C00011 + 1 C00024,4.1.1.9,,K01578,rn00410 rn00640 rn01100,RC00040__C00024_C00083, 18784,,malonyl-CoA carboxy-lyase (acetyl-CoA-forming),,
R00235,1 C00002 + 1 C00010 + 1 C00033 <=> 1 C00013 + 1 C00020 + 1 C00024,6.2.1.1,M00357,K01895 K01913,rn00010 rn00630 rn00680 rn00720 rn01100 rn01110 rn01120 rn01200,RC00004__C00010_C00024 RC00012__C00024_C00033, 23179,two-step reaction (see R00316+R00236),acetate:CoA ligase (AMP-forming),,
R00236,1 C00010 + 1 C05993 <=> 1 C00020 + 1 C00024,6.2.1.1,,K01895 K01913,rn00620 rn01100,RC00004__C00010_C00024 RC00070__C00020_C05993 RC02746__C00024_C05993,,"the second step of two-step reaction (see R00235, R00316+R00236);following after R00316",acetyl adenylate:CoA acetyltransferase,,
R00237,1 C01011 <=> 1 C00022 + 1 C00024,4.1.3.25,M00376,K08691 K18292,rn00660 rn00720 rn01100 rn01120 rn01200,RC00502__C00024_C01011 RC01205__C00022_C01011, 22615,,(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming),,
R00238,2 C00024 <=> 1 C00010 + 1 C00332,2.3.1.16 2.3.1.9,M00087 M00088 M00095 M00373 M00374 M00375 M00849 M00957,K00626 K00632 K07508 K07509 K07513,rn00071 rn00280 rn00310 rn00362 rn00380 rn00620 rn00630 rn00650 rn00720 rn00900 rn01100 rn01110 rn01120 rn01200 rn01212,RC00004__C00010_C00024 RC00326__C00024_C00332, 21039,,acetyl-CoA:acetyl-CoA C-acetyltransferase,,
R00239,1 C00002 + 1 C00025 <=> 1 C00008 + 1 C03287,2.7.2.11,M00015,K00931 K12657,rn00330 rn00332 rn01100 rn01110 rn01230,RC00002__C00002_C00008 RC00043__C00025_C03287, 14880,,ATP:L-glutamate 5-phosphotransferase,,
R00243,1 C00001 + 1 C00003 + 1 C00025 <=> 1 C00004 + 1 C00014 + 1 C00026 + 1 C00080,1.4.1.14 1.4.1.2 1.4.1.3,,K00260 K00261 K15371,rn00220 rn00250 rn00430 rn00910 rn01100 rn01120,RC00001__C00003_C00004 RC00006__C00025_C00026 RC02799__C00014_C00025, 15136,"NADPH (ec 1.4.1.3 and 1.4.1.4, see R00248)",L-glutamate:NAD+ oxidoreductase (deaminating),,
R00245,1 C00001 + 1 C00003 + 1 C01165 <=> 1 C00004 + 1 C00025 + 1 C00080,1.2.1.88,M00970,K00294 K13821,rn00330 rn01100,RC00001__C00003_C00004 RC00080__C00025_C01165, 30238,"the second step of two-step reaction (see R00707, R03314+R00245);following after R03314",L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,,
R00248,1 C00001 + 1 C00006 + 1 C00025 <=> 1 C00005 + 1 C00014 + 1 C00026 + 1 C00080,1.4.1.13 1.4.1.3 1.4.1.4,M00740,K00261 K00262 K00265 K00266,rn00220 rn00250 rn00910 rn01100 rn01120 rn01200,RC00001__C00005_C00006 RC00006__C00025_C00026 RC02799__C00014_C00025, 11615,"NADH (ec 1.4.1.3, see R00243)",L-glutamate:NADP+ oxidoreductase (deaminating),,
R00250,1 C00001 + 1 C00007 + 1 C00025 <=> 1 C00014 + 1 C00026 + 1 C00027,1.4.3.11,,,,RC00006__C00025_C00026 RC02755__C00007_C00027 RC02799__C00014_C00025, 20731,,L-glutamate:oxygen oxidoreductase (deaminating),,
R00251,2 C00001 + 1 C00002 + 1 C01879 <=> 1 C00008 + 1 C00009 + 1 C00025,3.5.2.9,,K01469 K07160 K23123 K23124,rn00480 rn01100,RC00002__C00002_C00008 RC00553__C00025_C01879, 10351,,5-oxo-L-proline amidohydrolase (ATP-hydrolysing),,
R00253,1 C00002 + 1 C00014 + 1 C00025 <=> 1 C00008 + 1 C00009 + 1 C00064,6.3.1.2,M00978,K01915,rn00220 rn00250 rn00630 rn00910 rn01100 rn01110 rn01120 rn01230,RC00002__C00002_C00008 RC00010__C00025_C00064 RC02798__C00014_C00064, 16172,,L-glutamate:ammonia ligase (ADP-forming),,
R00254,1 C00011 + 1 C00014 + 1 C00025 <=> 1 C00001 + 1 C05829,3.5.1.87,,,rn00340,RC00064__C00025_C05829,,,N-carbamyl-L-glutamate amidohydrolase,,
R00256,1 C00001 + 1 C00064 <=> 1 C00014 + 1 C00025,1.4.1.13 1.4.1.14 1.4.7.1 2.6.1.123 2.6.1.85 3.5.1.2 3.5.1.38 4.3.2.10 4.3.3.6 6.3.4.2 6.3.5.13 6.3.5.2 6.3.5.4 6.3.5.5,,K01425 K01954 K01955 K01956 K05597 K11540 K11541 K23265,rn00220 rn00250 rn01100 rn01110,RC00010__C00025_C00064 RC02798__C00014_C00064, 15892,"ec 2.6.1.85 (see R01716, R00256+R05552);ec 6.3.4.2 (see R00573, R00256+R00571);ec 6.3.5.4 (see R00578, R00256+R00483);ec 6.3.5.5 (see R00575, R00256+R10948+R10949+R01395);ec 2.6.1.123 (see R12939, R00256+R12937+R12938)",L-glutamine amidohydrolase,,
R00257,1 C00001 + 1 C00002 + 1 C00064 + 1 C00857 <=> 1 C00003 + 1 C00013 + 1 C00020 + 1 C00025,6.3.5.1,M00115 M00912,K01950,rn00760 rn01100 rn01240,RC00010__C00025_C00064 RC00100__C00003_C00857, 24387,,deamido-NAD+:L-glutamine amido-ligase (AMP-forming),,
R00258,1 C00026 + 1 C00041 <=> 1 C00022 + 1 C00025,2.6.1.2,M00171,K00814 K14260 K14272,rn00220 rn00250 rn00710 rn01100 rn01120 rn01200 rn01210 rn01230,RC00006__C00025_C00026 RC00008__C00022_C00041, 19456,,L-alanine:2-oxoglutarate aminotransferase,,
R00259,1 C00024 + 1 C00025 <=> 1 C00010 + 1 C00624,2.3.1.1,M00028 M00845,K00618 K00619 K00620 K11067 K14681 K14682 K22476 K22477 K22478,rn00220 rn01100 rn01110 rn01210 rn01230,RC00004__C00010_C00024 RC00064__C00025_C00624, 24295,,acetyl-CoA:L-glutamate N-acetyltransferase,,
R00260,1 C00025 <=> 1 C00217,5.1.1.3,,K01776,rn00470 rn01100,RC00302__C00025_C00217, 12816,,glutamate racemase,,
R00261,1 C00025 <=> 1 C00011 + 1 C00334,4.1.1.15,M00027,K01580,rn00250 rn00650 rn01100 rn01120,RC00299__C00025_C00334, 17788,,L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming),,
R00262,1 C03618 <=> 1 C00025,5.4.99.1,M00740,K01846 K19268,rn00630 rn00660 rn01100 rn01120 rn01200,RC01221__C00025_C03618, 12860,,L-threo-3-methylaspartate carboxy-aminomethylmutase,,
R00263,1 C00025 <=> 1 C05723,,,,,,,multi-step reaction,,,
R00264,1 C00001 + 1 C00006 + 1 C00433 <=> 1 C00005 + 1 C00026 + 1 C00080,1.2.1.26 1.2.1.3,M00948,K00128 K13877 K19588,rn00040 rn00053 rn00470 rn01100,RC00001__C00005_C00006 RC00080__C00026_C00433, 11299,,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase",,
R00265,1 C00006 + 1 C00010 + 1 C00026 <=> 1 C00005 + 1 C00011 + 1 C00080 + 1 C00091,1.2.1.52,,,rn01210,RC00001__C00005_C00006 RC00004__C00010_C00091 RC02833__C00026_C00091, 21403,,2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating),,
R00267,1 C00006 + 1 C00311 <=> 1 C00005 + 1 C00011 + 1 C00026 + 1 C00080,1.1.1.42,M00009 M00010 M00173,K00031,rn00480 rn00720 rn01100 rn01120 rn01200 rn01210 rn01230,RC00001__C00005_C00006 RC00114__C00026_C00311 RC02801__C00011_C00311, 19632,two-step reaction (see R01899+R00268),isocitrate:NADP+ oxidoreductase (decarboxylating),,
R00268,1 C05379 <=> 1 C00011 + 1 C00026,1.1.1.42,M00009 M00010 M00740,K00031,rn00020 rn01100 rn01110 rn01120 rn01210,RC00626__C00026_C05379, 19384,"the second step of two-step reaction (see R00267, R01899+R00268);following after R01899",oxalosuccinate carboxy-lyase (2-oxoglutarate-forming),,
R00269,1 C00001 + 1 C00940 <=> 1 C00014 + 1 C00026,3.5.1.111 3.5.1.3,,K08590 K13566,rn00250 rn01100,RC00010__C00026_C00940, 32966,,2-oxoglutaramate amidohydrolase,,
R00270,1 C00014 + 1 C00026 <=> 1 C00001 + 1 C05572,,,,rn00340,RC01232__C00026_C05572,,non-enzymatic hydrolysis,,,
R00271,1 C00001 + 1 C00024 + 1 C00026 <=> 1 C00010 + 1 C01251,2.3.3.14,M00030 M00433 M00608,K01655 K02594 K10977,rn00300 rn00620 rn01100 rn01110 rn01120 rn01210 rn01230 rn01240,RC00004__C00010_C00024 RC00067__C00026_C01251 RC02754__C00024_C01251, 12932,,"acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)",,
R00272,1 C00026 <=> 1 C00011 + 1 C00232,4.1.1.71,,,,RC00506__C00026_C00232, 10527,,2-oxoglutarate carboxy-lyase,,
