compound_id,smiles,formula,molecular_weight,n_heavy_atoms,n_chiral_centers
C11801,CNC(=S)NCCCCc1c(C)[nH]cn1,C10H18N4S,226.125217576,15,0
C11802,CNC(=S)NCCOCc1c[nH]cn1,C8H14N4OS,214.088832068,14,0
C11803,Cc1c(CSCCNc2nc(=O)c(Cc3ccc4OCOc4c3)c[nH]2)nc[nH]1,C19H21N5O3S,399.1365105320001,28,0
C11804,Cn1nc(N)nc1NCCCOc1cccc(CN2CCCCC2)c1,C18H28N6O,344.23245951599995,25,0
C11805,Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,C19H29N5O2,359.23212516800004,26,0
C11806,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,C16H15F2N3O4S,383.0751334,26,1
C11807,[H]C12[C@@H]3C[C@@]4(C(=Nc5ccccc54)[C@]4([H])C[C@H]1/C(=C\C)CN34)[C@@H]2OC(C)=O,C21H22N2O2,334.16812794399993,25,7
C11808,[H]C12[C@@H]3C[C@]4(c5ccccc5N[C@@]4([H])[C@]4([H])C[C@H]1/C(=C\C)[C@@H](O)N34)[C@@H]2OC(C)=O,C21H24N2O3,352.17869262799996,26,9
C11809,[H]C12[C@@H]3C[C@]4(c5ccccc5N[C@@]4([H])[C@]4([H])C[C@H]1[C@H](CC)[C@@H](O)N34)[C@@H]2OC(C)=O,C21H26N2O3,354.19434269199996,26,10
C11810,[H][C@@]12Nc3ccccc3[C@]13C[C@@]1([H])C([C@H]4C[C@]2([H])N1[C@H](O)[C@H]4CC)[C@H]3O,C19H24N2O2,312.183778008,23,10
C11811,C/C(=C\COP(=O)(O)OP(=O)(O)O)CO,C5H12O8P2,262.000740604,15,1
C11812,[H][C@@]12N3CC[C@]14C(=C(C(=O)OC)C[C@]2(CC)C1OC1C3)Nc1c4ccc(OC)c1,C22H26N2O4,382.189257312,28,5
C11813,[H][C@@]12C[C@]3([H])c4c(cc(O)c(O)c4)CCN3C(=O)C1=CO[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]2C=C,C24H29NO10,491.1791461279999,35,9
C11814,[H][C@@]12C[C@]3([H])C(=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3C=C)C(=O)N1CCc1c2cc(O)c(O)c1,C24H29NO10,491.179146128,35,9
C11815,[H][C@@]12C[C@]3([H])C(=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3C=C)C(=O)N1CCc1c2cc(O)c(OC)c1,C25H31NO10,505.194796192,36,9
C11816,[H][C@]1(CC)CN2CCc3c(cc(OC)c(OC)c3)[C@]2([H])C[C@]1([H])CC=O,C19H27NO3,317.19909372399997,23,3
C11817,[H][C@]1(C[C@@]2([H])NCCc3c2[nH]c2ccccc32)C[C@@]2([H])c3c(cc(OC)c(OC)c3)CCN2C[C@@H]1CC,C29H37N3O2,459.288577424,34,4
C11818,[H][C@]12Cc3ccc(OC)c(OC)c3CN1CCc1c2cc2OCOc2c1,C20H21NO4,339.14705815199994,25,1
C11819,CC1(C)Oc2c(cc(C#N)cc2)C(N2CCCC2=O)C1O,C16H18N2O3,286.13174243599997,21,2
C11820,CC(N)(Cc1cccc(O)c1)C(=O)O,C10H13NO3,195.089543276,14,1
C11821,O=C1N=C2N=C(O)NC2(O)C(=O)N1,C5H4N4O4,184.023254608,13,1
C11822,N[C@@H](C=O)C(=O)O,C3H5NO3,103.02694302,7,1
C11823,*/C=C/C(=O)O,C3H3*O2,71.013304336,5,0
C11825,[H][C@]1(O)CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@@H](C(C)=O)CC[C@@]32[H])C1,C21H34O2,318.25588032800005,23,8
C11826,[H]O[C@H]1[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)[C@@H](NC(C)=O)[C@H](O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]4[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)[C@@H](NC(C)=O)[C@@H](OP(=O)(O)OP(=O)(O)OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)O[C@@H]1CO,C133H220N16O45P2,2823.4893721999997,196,34
C11827,[H]O[C@H]1[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]2[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)[C@@H](NC(C)=O)[C@H](O[C@H]3[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]4[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O)[C@@H](NC(C)=O)[C@@H](OP(=O)(O)OP(=O)(O)OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)O[C@@H]1CO,C135H220N16O49P2,2911.4690306799994,202,36
C11829,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4/C=C5\N=C(/C=c6/c(C(O)CC(=O)OC)c(C)/c(=C/C1=N2)n6[Mg]n43)C(CCC(=O)O)=C5C,C35H34MgN4O5,614.2379618880001,45,1
C11830,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4/C=C5\N=C(/C=c6/c(C(=O)CC(=O)OC)c(C)/c(=C/C1=N2)n6[Mg]n43)C(CCC(=O)O)=C5C,C35H32MgN4O5,612.222311824,45,0
C11831,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4/C=C5\N=C(C(CCC(=O)O)=C5C)C5=c6c(c(C)/c(=C/C1=N2)n6[Mg]n43)C(=O)[C@@H]5C(=O)OC,C35H30MgN4O5,610.2066617600001,45,1
C11832,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4/C=C5\N=C(C6=c7c(c(C)/c(=C/C1=N2)n7[Mg]n43)C(=O)[C@@H]6C(=O)OC)[C@@H](CCC(=O)O)[C@@H]5C,C35H32MgN4O5,612.222311824,45,3
C11833,[H][C@@]12CC(=O)N1[C@@H](C(=O)O)/C(=C\CO)O2,C8H9NO5,199.048072388,14,2
C11834,OCc1ccc(OCc2ccccc2)cc1,C14H14O2,214.099379688,16,0
C11837,CCCC(=O)N[C@H]1CCOC1=O,C8H13NO3,171.089543276,12,1
C11838,CC(=O)C(=O)[C@@H](O)CO,C5H8O4,132.042258736,9,1
C11839,CCCC(=O)CC(=O)NC1CCOC1=O,C10H15NO4,213.10010796,15,1
C11840,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,C16H27NO4,297.194008344,21,1
C11841,CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,C12H19NO4,241.131408088,17,1
C11842,[H][C@@](C)(O)CC(=O)NC1CCOC1=O,C8H13NO4,187.084457896,13,2
C11843,CCCC(=O)NC(CCO)C(=O)O,C8H15NO4,189.10010796,13,1
C11844,CCCCCCC(=O)N[C@H]1CCOC1=O,C11H19NO3,213.136493468,15,1
C11845,CCCCCC/C=C\CCCC(O)CC(=O)N[C@H]1CCOC1=O,C18H31NO4,325.225308472,23,2
C11846,C=C1NC(=O)[C@H](C(C)C)NC1=O,C8H12N2O2,168.089877624,12,1
C11847,[H][C@@]12CCCN1C(=O)[C@H](Cc1ccccc1)NC2=O,C14H16N2O2,244.121177752,18,2
C11848,CCCCCCCc1c(O)c(=O)c2ccccc2[nH]1,C16H21NO2,259.157228912,19,0
C11849,CCCCCCCCCCCCCC(O)CC(=O)OC,C17H34O3,286.250794948,20,1
C11850,[H][C@@]1(CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C2=N/C(=C\c3c(C)c(C=C)c4/C=C5\N=C(/C=c6/c(C)c7C(=O)[C@H](C(=O)OC)C2=c7n6[Mg]n34)C(C=C)=C5C)[C@H]1C,C55H70MgN4O5,890.5196630400001,65,5
C11851,[H][C@@]1(CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C2=N/C(=C\c3c(C)c(C(C)=O)c4/C=C5\N=C(/C=c6/c(C)c7C(=O)[C@H](C(=O)OC)C2=c7n6[Zn]n34)[C@H](CC)[C@H]5C)[C@H]1C,C55H74N4O6Zn,950.489978288,66,7
C11853,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C=O)[C@@]1([H])[C@@]2(C)CC[C@H](O)[C@@]1(C)C(=O)O,C20H28O4,332.19875937599994,24,8
C11854,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])C2=CC(=O)C[C@@]1(C)C(=O)O,C19H22O5,330.146723804,24,6
C11855,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])C2=CC(=O)C[C@@]1(C)C(=O)O,C19H22O6,346.14163842399995,25,6
C11856,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23C[C@@H]2O[C@@H]2[C@]1(C)C(=O)O3,C19H22O6,346.14163842399995,25,9
C11857,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]2(C)CCC[C@@]1(C)C(=O)O,C20H28O4,332.19875937599994,24,7
C11858,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]2(C)CC[C@H](O)[C@@]1(C)C(=O)O,C20H28O5,348.193673996,25,8
C11859,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]2(CO)CC[C@H](O)[C@@]1(C)C(=O)O,C20H28O6,364.18858861599995,26,8
C11860,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]2(CO)CCC[C@@]1(C)C(=O)O,C20H28O5,348.193673996,25,7
C11861,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]2(C=O)CCC[C@@]1(C)C(=O)O,C20H26O5,346.178023932,25,7
C11862,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]2(C=O)CC[C@H](O)[C@@]1(C)C(=O)O,C20H26O6,362.17293855199995,26,8
C11863,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23CCC[C@]1(C)C(=O)O3,C19H24O4,316.16745924799994,23,7
C11864,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23CC[C@H](O)[C@]1(C)C(=O)O3,C19H24O5,332.162373868,24,8
C11865,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23C[C@H](O)C[C@]1(C)C(=O)O3,C19H24O5,332.162373868,24,8
C11866,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23CC=C[C@]1(C)C(=O)O3,C19H22O4,314.15180918399994,23,7
C11867,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23C=C[C@H](O)[C@]1(C)C(=O)O3,C19H22O5,330.146723804,24,8
C11868,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23C[C@H](O)[C@H](O)[C@]1(C)C(=O)O3,C19H24O6,348.15728848799995,25,9
C11869,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])C2=CC(=O)[C@H](O)[C@@]1(C)C(=O)O,C19H22O6,346.14163842399995,25,7
C11870,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])C2=CC(=O)[C@H](O)[C@@]1(C)C(=O)O,C19H22O7,362.1365530439999,26,7
C11871,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(=O)O)[C@@]1([H])[C@@]23CC=C[C@]1(C)C(=O)O3,C19H22O5,330.146723804,24,7
C11872,[H][C@]12CC[C@]34CC(=C)[C@H](CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)CO)C4,C20H32O,288.24531564399996,21,6
C11873,[H][C@]12CC[C@]34CC(=C)[C@H](CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C=O)C4,C20H30O,286.22966557999996,21,6
C11874,[H][C@]12CC[C@]34CC(=C)[C@H](CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C(=O)O)C4,C20H30O2,302.2245802,22,6
C11875,[H][C@]12C[C@H](O)[C@]34CC(=C)[C@H](CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C(=O)O)C4,C20H30O3,318.21949481999997,23,7
C11876,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](O)[C@@H](O)[C@@]1([H])[C@@]2(C)CCC[C@@]1(C)C(=O)O,C20H30O4,334.21440943999994,24,8
C11877,[H][C@@]12CC[C@@](C)(C=C)C=C1CC[C@]1([H])C(C)(C)CCC[C@@]21C,C20H32,272.250401024,20,4
C11878,[H][C@]12CCC(C(C)C)=CC1=CC[C@@]1([H])C(C)(C)CCC[C@]21C,C20H32,272.250401024,20,3
C11879,[H][C@]12CC=C(C(C)C)C=C1CC[C@@]1([H])C(C)(C)CCC[C@]21C,C20H32,272.250401024,20,3
C11880,[H][C@]12CCC(=C(C)C)C=C1CC[C@@]1([H])C(C)(C)CCC[C@]21C,C20H32,272.250401024,20,3
C11881,[H][C@@]12CCC3=C(CCC(C(C)C)=C3)[C@@]1(C)CCCC2(C)C,C20H32,272.250401024,20,2
C11882,[H][C@@]12CC=C3C=C(C(C)C)CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)CO,C20H32O,288.24531564399996,21,4
C11883,[H][C@@]12CCC3=CC(C(C)C)=CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)CO,C20H32O,288.24531564399996,21,4
C11884,[H][C@@]12CCC3=CC(=C(C)C)CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)CO,C20H32O,288.24531564399996,21,4
C11885,[H][C@@]12CCC3=CC(=C(C)C)CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)C=O,C20H30O,286.22966557999996,21,4
C11886,[H][C@@]12CCC3=CC(C(C)C)=CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)C=O,C20H30O,286.22966557999996,21,4
C11887,[H][C@@]12CC=C3C=C(C(C)C)CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)C=O,C20H30O,286.22966557999996,21,4
C11888,[H][C@@]12CCC3=CC(C(C)C)=CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)C(=O)O,C20H30O2,302.22458019999993,22,4
C11889,[H][C@@]12CCC3=CC(=C(C)C)CC[C@]3([H])[C@@]1(C)CCC[C@@]2(C)C(=O)O,C20H30O2,302.22458019999993,22,4
C11890,[H][C@@]12CC[C@@]3([H])C(C)(C)CCC[C@]3(C)[C@]13CC[C@@](C)(O)[C@H](C2)C3,C20H34O,290.26096570799996,21,6
C11891,[H][C@@]12CC[C@@]3([H])C(C)(C)CCC[C@]3(C)[C@]13CCC(=C)[C@H](C2)C3,C20H32,272.250401024,20,5
C11892,[H][C@@]12CC[C@@]3([H])C(C)(C)CCC[C@]3(C)[C@]13CC=C(C)[C@H](C2)C3,C20H32,272.250401024,20,5
C11893,CC1=C\C/C=C(\C)CC/C=C(\C)CCC(C(C)C)/C=C\1,C20H32,272.250401024,20,1
C11894,[H][C@]12CCC(C)=C(CC[C@]3(C)CCC=C(C)[C@@]3([H])C1)C2(C)C,C20H32,272.250401024,20,3
C11895,[H][C@]12CCC(C)=C(CC[C@]3(C)CC[C@H](O)C(=C)[C@@]3([H])C1)C2(C)C,C20H32O,288.24531564399996,21,4
C11896,[H][C@]12CCC(C)=C(CC[C@]3(C)CC[C@H](OC(C)=O)C(=C)[C@@]3([H])C1)C2(C)C,C22H34O2,330.255880328,24,4
C11897,[H][C@]12C[C@H](O)C(C)=C(CC[C@]3(C)CC[C@H](O)C(=C)[C@@]3([H])C1)C2(C)C,C20H32O2,304.240230264,22,5
C11898,[H][C@]12CCC(C)=C([C@@H](O)C[C@]3(C)CC[C@H](OC(C)=O)C(=C)[C@@]3([H])C1)C2(C)C,C22H34O3,346.250794948,25,5
C11899,[H][C@]12[C@H](O)[C@]3(O)C[C@H](O)C(C)=C([C@@H](O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@]12OC(C)=O)C3(C)C,C22H32O9,440.2046326039999,31,9
C11900,[H][C@]12[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](O)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@]12OC(C)=O)C3(C)C,C31H38O11,586.2414120359999,42,9
C11901,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)[C@@]1(C)CCCC2(C)C,C20H36O7P2,450.19362675199994,29,4
C11902,[H][C@@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)(O)OP(=O)(O)O)[C@@]1(C)CCCC2(C)C,C20H36O7P2,450.19362675199994,29,4
C11903,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC(C)CCOc1cc2nc3c(cccc3)nc2cc1,C37H50N2O,538.39231422,40,1
C11904,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CCC(C)CCOc1cc2c(cc1)Nc1c(cccc1)N2,C37H52N2O,540.4079642840001,40,1
C11905,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C=O)[C@@]1([H])[C@@]2(C)CCC[C@@]1(C)C(=O)O,C20H28O4,332.19875937599994,24,7
C11906,O=[As]O[Na],AsNaO2,129.90119502000002,4,1
C11907,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H24N2O15P2,546.0651913279997,35,9
C11908,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)C(=O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H24N2O15P2,546.0651913279997,35,9
C11909,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)CC(=O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H24N2O14P2,530.0702767079998,34,8
C11910,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)C[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O,C16H27N3O13P2,531.1019111839998,34,9
C11911,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)O2)c(=O)[nH]c1=O,C18H31N3O13P2,559.1332113119998,36,9
C11912,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H26N2O15P2,548.0808413919998,35,10
C11913,CO[C@@H]1[C@H](O)[C@@H](C)OC(O)[C@@H]1OC,C8H16O5,192.099773612,13,5
C11915,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@](C)(O)C(=O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C17H26N2O14P2,544.0859267719999,35,8
C11916,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C17H28N2O14P2,546.1015768359998,35,9
C11917,CO[C@](C)(CC=O)[C@@H](O)[C@H](C)O,C8H16O4,176.104858992,12,3
C11918,Cc1c(O)c(=O)cco1,C6H6O3,126.031694052,9,0
C11919,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](N(C)C)[C@@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C18H31N3O13P2,559.1332113119998,36,9
C11920,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@H](O)[C@@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C16H26N2O14P2,532.0859267719998,34,9
C11921,CO[C@H]1C[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H](C)[C@@H]1O,C17H28N2O14P2,546.1015768359999,35,9
C11922,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](O)C(=O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,C16H24N2O14P2,530.0702767079998,34,8
C11923,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](O)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,C16H26N2O14P2,532.0859267719998,34,9
C11924,C=C(C)C1CC=C(C(=O)O)CC1,C10H14O2,166.099379688,12,1
C11925,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@H]3O)O2)c(=O)[nH]c1=O,C16H27N3O14P2,547.0968258039998,35,10
C11926,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H24N2O15P2,546.0651913279997,35,9
C11927,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@H](O)C(=O)[C@H](C)O3)O2)c(=O)[nH]c1=O,C16H24N2O14P2,530.0702767079998,34,8
C11928,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@H](O)C(=O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,C16H24N2O14P2,530.0702767079998,34,8
C11929,C=C(C)C1CC=C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c3ncnc4N)[C@H](O)[C@@H]2OP(=O)(O)O)CC1,C31H48N7O17P3S,915.204023966,59,8
