id,reaction,ec,module,orthology,pathway,rclass,rhea,balanced_els_stars,balancer_failed,bool_missing_data,bool_var_list,comment,cpd_starred,flags,name,remark,smarts,CBRdb_C_ids
R06703,1 C00019 + 1 C12370 <=> 1 C00021 + 1 C12371,2.1.1.-,M00783,K15971,rn01057 rn01100 rn01110,RC00003__C00019_C00021 RC00460__C12370_C12371,,True,False,False,False,"O-methyltransferase, tcmP",False,,S-adenosyl-L-methionine:tetracenomycin-E O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.COc1cc2c(C(=O)c3c(cc4cc(OC)c(C(=O)O)c(C)c4c3O)C2=O)c(O)c1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.COC(=O)c1c(OC)cc2cc3C(=O)c4c(C(=O)c3c(O)c2c1C)c(O)cc(OC)c4,C00019 C00021 C12370 C12371
R06704,1 C00001 + 2 C00005 + 2 C00007 + 2 C00080 + 1 C12371 <=> 2 C00001 + 2 C00006 + 1 C06801,1.14.13.200,M00783,K15972,rn01057 rn01100 rn01110,RC00001__C00005_C00006 RC02681__C06801_C12371, 42823,True,False,False,False,,False,,"tetracenomycin-A2,NADPH:oxygen oxidoreductase (tetracenomycin-C-forming)",,[H]O[H].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].COC(=O)c1c(OC)cc2cc3C(=O)c4c(C(=O)c3c(O)c2c1C)c(O)cc(OC)c4>>[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.COC(=O)c1c(C)c2c(O)c3c(cc2cc1OC)C(=O)[C@@]1(O)[C@H](O)C(OC)=CC(=O)[C@@]1(O)C3=O,C00001 C00005 C00006 C00007 C00080 C06801 C12371
R06706,2 C12367 + 1 C98999 <=> 2 C12373,,,,rn01057,RC00460__C12367_C12373,,True,False,False,False,,False,,,,Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3)c(O)c12.C=C>>COC(=O)c1c(C)c2c(O)c3c(cc2cc1O)Cc1c(C3=O)c(O)cc(O)c1,C12367 C12373 C98999
R06707,1 C12367 <=> 1 C12374,,,,rn01057,RC00569__C12367_C12374,,False,True,False,False,,False,,,,Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3)c(O)c12>>Cc1cc(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3)c(O)c12,C12367 C12374
R06709,2 C12368 + 1 C98999 <=> 2 C12375,,,,rn01057,RC00460__C12368_C12375,,True,False,False,False,,False,,,,Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3=O)c(O)c12.C=C>>COC(=O)c1c(C)c2c(O)c3c(cc2cc1O)C(=O)c1c(C3=O)c(O)cc(O)c1,C12368 C12375 C98999
R06710,1 C12368 <=> 1 C12376,,,,rn01057,RC00569__C12368_C12376,,False,True,False,False,,False,,,,Cc1c(C(=O)O)c(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3=O)c(O)c12>>Cc1cc(O)cc2cc3c(C(=O)c4c(cc(O)cc4O)C3=O)c(O)c12,C12368 C12376
R06711,1 C12369 <=> 1 C12377,,,,rn01057,RC00569__C12369_C12377,,False,True,False,False,,False,,,,COc1cc2c(C(=O)c3c(cc4cc(O)c(C(=O)O)c(C)c4c3O)C2=O)c(O)c1>>COc1cc2c(C(=O)c3c(cc4cc(O)cc(C)c4c3O)C2=O)c(O)c1,C12369 C12377
R06713,1 C00019 + 1 C12369 <=> 1 C00021 + 1 C12378,2.1.1.-,M00783,K15971,rn01057 rn01100 rn01110,RC00003__C00019_C00021 RC00460__C12369_C12378,,True,False,False,False,,False,,S-adenosyl-L-methionine:tetracenomycin-B3 O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.COc1cc2c(C(=O)c3c(cc4cc(O)c(C(=O)O)c(C)c4c3O)C2=O)c(O)c1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.COC(=O)c1c(C)c2c(O)c3c(cc2cc1O)C(=O)c1c(C3=O)c(O)cc(OC)c1,C00019 C00021 C12369 C12378
R06714,1 C12371 <=> 1 C12380,,,,rn01057 rn01110,RC02682__C12371_C12380,,False,True,False,False,,False,,,,COC(=O)c1c(OC)cc2cc3C(=O)c4c(C(=O)c3c(O)c2c1C)c(O)cc(OC)c4>>COC(=O)c1c(C)c2c(cc1OC)cc1C(=O)[C@@]3(O)[C@H](O)C(OC)=CC(=O)[C@@]3(OC)C(=O)c1c2O,C12371 C12380
R06715,1 C00019 + 1 C12382 <=> 1 C00021 + 1 C12383,2.1.1.-,M00782,K15959,rn01057 rn01100 rn01110,RC00003__C00019_C00021 RC00466__C12382_C12383,,True,False,False,False,"O-methyltransferase, mtmMI",False,,S-adenosyl-L-methionine:4-demethylpremithramycinone O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O)C(=O)C(C(C)=O)=C(O)[C@H]2O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O)C(=O)C(C(C)=O)=C(O)[C@H]2OC,C00019 C00021 C12382 C12383
R06716,1 C00363 + 1 C12384 <=> 1 C11923 + 1 C12383,2.4.1.-,M00782,K15960,rn01057 rn01100 rn01110,RC00005__C00363_C11923 RC00028__C12383_C12384,,True,False,False,False,"glycosyltransferase, mtmGIV mtmTI mtmTII",False,,dTDP-D-olivose:premithramycinone D-olivosyltransferase,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC>>Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](O)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O)C(=O)C(C(C)=O)=C(O)[C@H]2OC,C00363 C11923 C12383 C12384
R06717,1 C00363 + 1 C12385 <=> 1 C12384 + 1 C12446,2.4.1.-,M00782,K15961,rn01057 rn01100 rn01110,RC00005__C00363_C12446 RC00049__C12384_C12385,,True,False,False,False,"glycosyltransferase, mtmGIII",False,,dTDP-D-oliose:premithramycin-A1 D-oliosyltransferase,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O[C@H]3C[C@@H](O)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC>>[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@@H](O)[C@@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,C00363 C12384 C12385 C12446
R06718,1 C00363 + 1 C12386 <=> 1 C12385 + 1 C12444,,M00782,K15960 K15962,rn01057 rn01100 rn01110,RC00005__C00363_C12444 RC00049__C12385_C12386,,True,False,False,False,"glycosyltransferase, mtmGIV and D-mycarose 3-C-methyltransferase",False,,,,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@](C)(O)[C@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC>>[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O[C@H]3C[C@@H](O)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O,C00363 C12385 C12386 C12444
R06719,1 C00019 + 1 C12386 <=> 1 C00021 + 1 C12387,2.1.1.-,M00782,K15963,rn01057 rn01100 rn01110,RC00003__C00019_C00021 RC01662__C12386_C12387,,True,False,False,False,"C-methyltransferase, mtmMII",False,,S-adenosyl-L-methionine:premithramycin-A3' C-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.[H][C@@]12Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@](C)(O)[C@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.[H][C@@]12Cc3cc4cc(O)c(C)c(O)c4c(O)c3C(=O)[C@]1(O[C@H]1C[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@](C)(O)[C@H](O)[C@@H](C)O4)[C@@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O1)C(=O)C(C(C)=O)=C(O)[C@H]2OC,C00019 C00021 C12386 C12387
R06724,1 C06366 <=> 1 C12440,,,,rn00960 rn01110,RC01630__C06366_C12440,,False,True,False,False,enzyme not yet characterized,False,,,,NCCCCNCCCCN>>[H][C@@]12CCCN1CC[C@H]2CO,C06366 C12440
R06725,1 C06177 <=> 1 C12440,,,,rn00960 rn01110,RC01626__C06177_C12440,,False,True,False,False,enzyme not yet characterized,False,,,,[H][C@]12C(CO)=CCN1CC[C@H]2O>>[H][C@@]12CCCN1CC[C@H]2CO,C06177 C12440
R06726,1 C06176 <=> 2 C00407 + 1 C06177,,,,rn00960 rn01110,RC01625__C06176_C06177,,False,True,False,False,enzyme not yet characterized,False,,,,[H][C@]12C3=CCN1CC[C@H]2OC(=O)/C(=C\C)C[C@@H](C)[C@@](C)(O)C(=O)OC3>>CC[C@H](C)[C@H](N)C(=O)O.[H][C@]12C(CO)=CCN1CC[C@H]2O,C00407 C06176 C06177
R06727,1 C01416 <=> 1 C06178 + 1 C98941,,,,,RC01586__C01416_C06178,,False,True,False,False,enzyme not yet characterized,False,,,,[H][C@]12CC[C@]([H])([C@@H](C(=O)OC)[C@@H](OC(=O)c3ccccc3)C1)N2C>>C[N+]1=CCCC1.O=C(O)c1ccccc1,C01416 C06178 C98941
R06728,1 C00001 + 1 C01416 <=> 1 C12448 + 1 C98941,3.1.1.1 3.1.1.84,,K01044,rn00960 rn01100 rn01110,RC00055__C01416_C12448 RC00523__C00180_C01416, 27509,True,False,False,False,cocaine esterase,False,,cocaine benzoylhydrolase,,[H]O[H].[H][C@]12CC[C@]([H])([C@@H](C(=O)OC)[C@@H](OC(=O)c3ccccc3)C1)N2C>>COC(=O)[C@@H]1C2CCC(C[C@@H]1O)N2C.O=C(O)c1ccccc1,C00001 C01416 C12448 C98941
R06729,1 C00001 + 1 C12448 <=> 1 C00132 + 1 C10858,3.1.1.-,,,rn00960,RC00460__C10858_C12448 RC00461__C00132_C12448,,True,False,False,False,ecgonine methyl esterase,False,,,,[H]O[H].COC(=O)[C@@H]1C2CCC(C[C@@H]1O)N2C>>CO.CN1C2CCC1[C@@H](C(=O)O)[C@@H](O)C2,C00001 C00132 C10858 C12448
R06730,1 C10858 <=> 1 C12449,5.1.-.-,,,rn00960,RC01645__C10858_C12449,,True,False,False,False,ecgonine epimerase,False,,,,CN1C2CCC1[C@@H](C(=O)O)[C@@H](O)C2>>CN1C2CCC1[C@H](C(=O)O)[C@@H](O)C2,C10858 C12449
R06731,1 C00002 + 1 C00010 + 1 C12449 <=> 1 C00020 + 1 C12450,6.2.1.-,,,rn00960,RC00004__C00010_C12450 RC01438__C12449_C12450,,False,True,False,False,pseudoecgonyl-CoA synthase,False,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CN1C2CCC1[C@H](C(=O)O)[C@@H](O)C2>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.CN1C2CCC1[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c3ncnc4N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C2,C00002 C00010 C00020 C12449 C12450
R06732,1 C06179 <=> 1 C22421,,,,rn00960 rn01100,,,False,True,False,False,Decarboxylation;enzyme not yet characterized,False,,,,CC(=O)C[C@H]1CCCN1C>>CN1CCCC1CC(=O)CC(=O)O,C06179 C22421
R06733,1 C00783 <=> 1 C22421,,,K25581,rn00960 rn01100 rn01110,,,False,True,False,False,tropinone synthase;incomplete reaction,False,incomplete,,,CN1C2CCC1CC(=O)C2>>CN1CCCC1CC(=O)CC(=O)O,C00783 C22421
R06734,1 C00005 + 1 C00080 + 1 C00783 <=> 1 C00006 + 1 C98969,1.1.1.236,,K05354,rn00960 rn01110,RC00001__C00005_C00006 RC00144__C00783_C02066, 24247,True,False,False,False,pseudotropine forming tropinone reductase,False,,pseudotropine:NADP+ 3-oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CN1C2CCC1CC(=O)C2>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CN1C2CCC1CC(O)C2,C00005 C00006 C00080 C00783 C98969
R06735,1 C00010 + 1 C98989 <=> 1 C00024 + 1 C98969,2.3.1.185,,,rn00960,RC00004__C00010_C00024 RC00055__C00729_C12452,,True,False,False,False,tropine: acyl-CoA acyl transferase,False,,acetyl-CoA:tropine O-acetyltransferase,,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)OC1CC2CCC(C1)N2C>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O.CN1C2CCC1CC(O)C2,C00010 C00024 C98969 C98989
R06736,1 C00010 + 1 C98989 <=> 1 C00024 + 1 C98969,2.3.1.186,,,rn00960,RC00004__C00010_C00024 RC00055__C02066_C12453,,True,False,False,False,,False,,acetyl-CoA:pseudotropine O-acetyltransferase,,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)OC1CC2CCC(C1)N2C>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O.CN1C2CCC1CC(O)C2,C00010 C00024 C98969 C98989
R06737,1 C10850 <=> 1 C98969,,,,rn00960,RC01898__C02066_C10850,,False,True,False,False,multi-step reaction,False,,,,O[C@@H]1CC2CCC(O)(N2)[C@@H]1O>>CN1C2CCC1CC(O)C2,C10850 C98969
R06738,2 C00745 <=> 2 C06524 + 1 C98999,,,K25580,rn00960 rn01110,RC01198__C00745_C06524,,True,False,False,False,nicotine N-demethylase,False,,,,CN1CCC[C@H]1c1cccnc1>>c1cncc(C2CCCN2)c1.C=C,C00745 C06524 C98999
R06740,1 C00001 + 1 C00007 + 1 C01672 <=> 1 C00014 + 1 C00027 + 1 C12455,1.4.3.21,,K00276,rn00960 rn01100 rn01110,RC00062__C01672_C12455 RC02755__C00007_C00027, 69135,True,False,False,False,,False,,,,[H]O[H].O=O.NCCCCCN>>[H]N([H])[H].OO.NCCCCC=O,C00001 C00007 C00014 C00027 C01672 C12455
R06741,1 C00001 + 1 C06181 <=> 1 C12455,,,,rn00960 rn01100 rn01110,RC01629__C06181_C12455, 61631,True,False,False,False,enzyme not yet characterized,False,,,,[H]O[H].C1=NCCCC1>>NCCCCC=O,C00001 C06181 C12455
R06743,1 C06180 <=> 1 C12454,,,,rn00960,RC01628__C06180_C12454,,False,True,False,False,enzyme not yet characterized,False,,,,c1cncc(C2CCCCN2)c1>>c1cc(C2CCNC(c3cccnc3)C2)cnc1,C06180 C12454
R06744,1 C00079 <=> 1 C01456,,,,rn00960 rn01110,,,False,True,False,False,enzyme not yet characterized,False,,,,N[C@@H](Cc1ccccc1)C(=O)O>>O=C(O)C(CO)c1ccccc1,C00079 C01456
R06745,1 C01416 <=> 1 C98947,,,,rn01110,,,False,True,False,False,enzyme not yet characterized,False,,,,[H][C@]12CC[C@]([H])([C@@H](C(=O)OC)[C@@H](OC(=O)c3ccccc3)C1)N2C>>O=C(O)/C=C/c1ccccc1,C01416 C98947
R06748,1 C12483 + 1 C21097 <=> 1 C12483 + 1 C21097,,,K12723 K17626,rn00401 rn01110,RC00039__C12483_C21097 RC03358__C12483_C12483,,True,False,False,False,"acyltransferase, CloN2 CouN2;transferring pyrrole-2-carbonyl group from CloN5 [KO:K12720] to CloN1 [KO:K17626]",True,,pyrrole-2-carbonyl-[peptidyl-carrier protein]:[peptidyl-carrier protein] (pyrrole-2-carbonyl)transferase,,*SC(=O)c1ccc[nH]1.*S>>*SC(=O)c1ccc[nH]1.*S,C12483 C21097
R06751,1 C00002 + 1 C00082 + 1 C21097 <=> 1 C00013 + 1 C00020 + 1 C12461,,,K12701,rn00401 rn01100 rn01110,RC00039__C12461_C21097 RC00137__C00082_C12461,,True,False,False,False,"peptide synthetase, NovH CloH CouH;Peptidyl-carrier protein is pcp domain of the enzyme itself [KO:K12701].",True,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.N[C@@H](Cc1ccc(O)cc1)C(=O)O.*S>>O=P(O)(O)OP(=O)(O)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.*SC(=O)[C@@H](N)Cc1ccc(O)cc1,C00002 C00013 C00020 C00082 C12461 C21097
R06752,1 C00001 + 1 C12462 <=> 1 C00007 + 1 C12461,,,K12702,rn00401 rn01100 rn01110,RC01680__C12461_C12462,,False,False,False,False,"monooxygenase, NovI CloI CouI",True,,,,[H]O[H].*SC(=O)[C@@H](N)C(O)c1ccc(O)cc1>>O=O.*SC(=O)[C@@H](N)Cc1ccc(O)cc1,C00001 C00007 C12461 C12462
R06753,1 C12462 <=> 1 C12463,,,K12703 K12704,rn00401 rn01100 rn01110,RC01681__C12462_C12463,,False,False,False,False,"3-ketoacyl reductase, NovJ CloJ CouJ;reductase, NovK CloK CouK",True,,,,*SC(=O)[C@@H](N)C(O)c1ccc(O)cc1>>*SC(=O)[C@@H](N)C(=O)c1ccc(O)cc1,C12462 C12463
R06757,1 C00013 + 1 C12456 <=> 1 C00235 + 1 C01179,2.5.1.111,,K12707,rn00401 rn01110,RC00209__C01179_C12456, 37058,True,False,False,False,"prenyltransferase, NovQ CloQ",False,,dimethylallyl diphosphate:4-hydroxyphenylpyruvate 3-dimethylallyltransferase,,O=P(O)(O)OP(=O)(O)O.CC(C)=CCc1c(O)ccc(CC(=O)C(=O)O)c1>>CC(C)=CCOP(=O)(O)OP(=O)(O)O.O=C(O)C(=O)Cc1ccc(O)cc1,C00013 C00235 C01179 C12456
R06758,1 C00007 + 1 C12456 <=> 1 C00011 + 1 C12457,1.13.11.83,,K12708,rn00401 rn01110,RC01471__C12456_C12457, 52911,True,False,False,False,,False,,"3-(4-hydroxy-3-prenylphenyl)pyruvate:oxygen 1,2-oxidoreductase (4-hydroxy-3-prenylmandelate-forming)",,O=O.CC(C)=CCc1c(O)ccc(CC(=O)C(=O)O)c1>>O=C=O.CC(C)=CCc1c(O)ccc(C(O)C(=O)O)c1,C00007 C00011 C12456 C12457
R06759,1 C00001 + 1 C00011 + 1 C12458 <=> 1 C00007 + 1 C12457,1.13.12.23,,K12708,rn00401 rn01110,RC01679__C12457_C12458, 52915,True,False,False,False,,False,,4-hydroxy-3-prenylmandelate:oxygen oxidoreductase (4-hydroxy-3-prenylbenzoate forming),,[H]O[H].O=C=O.CC(C)=CCc1c(O)ccc(C(=O)O)c1>>O=O.CC(C)=CCc1c(O)ccc(C(O)C(=O)O)c1,C00001 C00007 C00011 C12457 C12458
R06760,1 C12460 <=> 1 C12462,,,,rn00401 rn01110,RC00209__C12460_C12462,,False,False,False,False,prenylation,True,,,,*SC(=O)[C@@H](N)C(O)c1cc(CC=C(C)C)c(O)cc1>>*SC(=O)[C@@H](N)C(O)c1ccc(O)cc1,C12460 C12462
R06761,1 C12459 <=> 1 C12460,,,,rn00401 rn01110,RC00596__C12459_C12460,,False,False,False,False,unclear reaction,True,unclear,,,CC(C)=CCc1c(O)ccc(C=O)c1>>*SC(=O)[C@@H](N)C(O)c1cc(CC=C(C)C)c(O)cc1,C12459 C12460
R06762,1 C12456 <=> 1 C12459,,,,rn00401,RC01678__C12456_C12459,,False,True,False,False,unclear reaction,False,unclear,,,CC(C)=CCc1c(O)ccc(CC(=O)C(=O)O)c1>>CC(C)=CCc1c(O)ccc(C=O)c1,C12456 C12459
R06763,1 C00007 + 2 C12459 <=> 2 C12458,,,,rn00401 rn01110,RC00075__C12458_C12459,,True,False,False,False,unclear reaction,False,unclear,,,O=O.CC(C)=CCc1c(O)ccc(C=O)c1>>CC(C)=CCc1c(O)ccc(C(=O)O)c1,C00007 C12458 C12459
R06764,1 C12463 <=> 1 C12467,,,,rn00401 rn01100 rn01110,RC00046__C12463_C12467,,False,False,False,False,2-hydroxylation,True,,,,*SC(=O)[C@@H](N)C(=O)c1ccc(O)cc1>>*SC(=O)[C@@H](N)C(=O)c1ccc(O)cc1O,C12463 C12467
R06765,1 C12467 <=> 1 C12468,,,,rn00401 rn01100 rn01110,RC02685__C12467_C12468,,False,False,False,False,lactonization,True,,,,*SC(=O)[C@@H](N)C(=O)c1ccc(O)cc1O>>Nc1c(O)c2ccc(O)cc2oc1=O,C12467 C12468
R06766,1 C12468 <=> 1 C12469,,,K12714,rn00401 rn01110,RC01363__C12468_C12469,,False,True,False,False,"non-heam halogenase, Clohal",False,,,,Nc1c(O)c2ccc(O)cc2oc1=O>>Nc1c(O)c2ccc(O)c(Cl)c2oc1=O,C12468 C12469
R06767,2 C00019 + 1 C12479 + 2 C12481 <=> 2 C00021 + 2 C00363 + 1 C12480,,,K12711 K12712,rn00401 rn01110,RC00003__C00019_C00021 RC00005__C00363_C12481 RC01684__C12479_C12480,,True,False,False,False,"glycosyl transferase, CouM;O-methyltransferase, CouP;two-step reaction",False,,,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.Cc1c(C(=O)Nc2c(O)c3c(oc2=O)c(C)c(O)cc3)[nH]cc1C(=O)Nc1c(O)c2c(oc1=O)c(C)c(O)cc2.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3OC(C)(C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2c(C)c3c(cc2)c(O)c(NC(=O)c2c[nH]c(C(=O)Nc4c(O)c5c(oc4=O)c(C)c(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](O)[C@H]4O)cc5)c2C)c(=O)o3)OC1(C)C,C00019 C00021 C00363 C12479 C12480 C12481
R06768,1 C05073 <=> 1 C12480 + 2 C12483,,,K12722 K12724,rn00401 rn01110,RC01611__C05073_C12480,,False,False,False,False,"methyltransferase, CouN6;acyl transferase, CouN7;incomplete reaction",True,incomplete,,,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2c(C)c3c(cc2)c(O)c(NC(=O)c2c[nH]c(C(=O)Nc4c(O)c5ccc(O[C@@H]6OC(C)(C)[C@H](OC)[C@@H](OC(=O)c7ccc(C)[nH]7)[C@H]6O)c(C)c5oc4=O)c2C)c(=O)o3)OC1(C)C>>CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2c(C)c3c(cc2)c(O)c(NC(=O)c2c[nH]c(C(=O)Nc4c(O)c5c(oc4=O)c(C)c(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](O)[C@H]4O)cc5)c2C)c(=O)o3)OC1(C)C.*SC(=O)c1ccc[nH]1,C05073 C12480 C12483
