id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark,CBRdb_C_ids
R00124,1 C00002 + 1 C00008 <=> 1 C00002 + 1 C00008,2.7.4.6,,K00940 K18533,,RC00002__C00002_C00008,,,ATP:ADP phosphatransferase,,,C00002 C00008
R00125,1 C00001 + 1 C01260 <=> 2 C00008,3.6.1.41,,K01525,rn00230 rn01100,RC00002__C00008_C01260, 24255,,"P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase",,,C00001 C00008 C01260
R00126,1 C00002 + 1 C00008 <=> 1 C00009 + 1 C01260,2.7.7.53,,K00988 K19710,rn00230 rn01100,RC00002__C00002_C01260 RC02753__C00008_C01260, 16580,,ADP:ATP adenylyltransferase,,,C00002 C00008 C00009 C01260
R00127,1 C00002 + 1 C00020 <=> 2 C00008,2.7.4.3,M00049,K00939 K18532 K18533,rn00230 rn01100 rn01110 rn01232 rn01240,RC00002__C00002_C00008, 12976,,ATP:AMP phosphotransferase,,,C00002 C00008 C00020
R00128,1 C00001 + 1 C03483 <=> 1 C00002 + 1 C00009,3.6.1.14,,,rn00230 rn01100,RC00002__C00002_C03483, 24503,,adenosine-tetraphosphate phosphohydrolase,,,C00001 C00002 C00009 C03483
R00129,1 C00002 + 1 C04856 <=> 1 C00004 + 1 C00008 + 1 C00009,4.2.1.93,,,,RC00002__C00002_C00008 RC01058__C00004_C04856, 19020,,"(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide hydro-lyase (ATP-hydrolysing, NADH-forming)",,,C00002 C00004 C00008 C00009 C04856
R00130,1 C00002 + 1 C00882 <=> 1 C00008 + 1 C00010,2.7.1.24,M00120,K00859 K02318,rn00770 rn01100 rn01240,RC00002__C00002_C00008 RC00078__C00010_C00882, 18248,,ATP:dephospho-CoA 3'-phosphotransferase,,,C00002 C00008 C00010 C00882
R00131,1 C00001 + 1 C00086 <=> 1 C00011 + 2 C00014,3.5.1.5,,K01427 K01428 K01429 K01430 K14048,rn00220 rn00230 rn00791 rn01100 rn01120,RC02798__C00014_C00086 RC02806__C00011_C00086, 20560,,urea amidohydrolase,,,C00001 C00011 C00014 C00086
R00132,1 C00001 + 1 C00011 <=> 1 C01353,4.2.1.1,,K01672 K01673 K01674,,RC02807__C00011_C01353, 10751,,carbonate hydro-lyase (carbon-dioxide-forming); carbonic acid hydro-lyase,,,C00001 C00011 C01353
R00134,1 C00005 + 1 C00011 + 1 C00080 <=> 1 C00006 + 1 C00058,1.17.1.10,M00377,K05299 K15022,rn00680 rn00720 rn01100 rn01120 rn01200,RC00001__C00005_C00006 RC02796__C00011_C00058, 12003,,formate:NADP+ oxidoreductase,,,C00005 C00006 C00011 C00058 C00080
R00135,1 C00001 + 1 C00012 <=> 1 C00012 + 1 C00148,3.4.11.5,,K01259 K11142,rn00330 rn01100,,,,,,,C00001 C00012 C00148
R00137,1 C00002 + 1 C00455 <=> 1 C00003 + 1 C00013,2.7.7.1 2.7.7.18,,K00952 K00969 K06210 K06211 K13522 K19785,rn00760 rn01100,RC00002__C00003_C00455, 21363,,ATP:nicotinamide-nucleotide adenylyltransferase,,,C00002 C00003 C00013 C00455
R00138,1 C00001 + 1 C98936 <=> 1 C00009 + 1 C00013,3.6.1.25,,,,, 14160,,triphosphate phosphohydrolase,,,C00001 C00009 C00013 C98936
R00139,1 C00002 + 1 C11038 <=> 1 C00008 + 1 C11039,2.7.4.6,,K00940,rn00240,RC00002__C00002_C00008,,,ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase,,,C00002 C00008 C11038 C11039
R00140,1 C00002 + 1 C03997 <=> 1 C00008 + 1 C11038,2.7.4.12,,K19797,rn00240,RC00002__C00002_C00008,,,ATP:5-hydroxymethyldeoxycytidylate phosphotransferase,,,C00002 C00008 C03997 C11038
R00141,1 C00002 + 1 C00014 <=> 1 C00008 + 1 C02306,2.7.3.8,,,,RC00002__C00002_C00008, 11027,,ATP:ammonia phosphotransferase,,,C00002 C00008 C00014 C02306
R00143,1 C00001 + 1 C00003 + 1 C00014 <=> 1 C00004 + 1 C00080 + 1 C00192,1.7.1.10 1.7.99.1,,K05601 K15864,rn00910 rn01100,RC00001__C00003_C00004 RC02797__C00014_C00192, 20584,"not using NADH directly, but electron-transferring (ec 1.7.99.1, see R00284)",ammonia:NAD+ oxidoreductase; NADH:hydroxylamine oxidoreductase,,,C00001 C00003 C00004 C00014 C00080 C00192
R00145,1 C00001 + 1 C00003 + 1 C05167 <=> 1 C00004 + 1 C00014 + 1 C00080 + 1 C00161,1.4.1.1 1.4.1.10 1.4.1.12 1.4.1.15 1.4.1.19 1.4.1.2 1.4.1.20 1.4.1.3 1.4.1.4 1.4.1.5 1.4.1.7 1.4.1.8 1.4.1.9,,,,RC00001__C00003_C00004 RC00025__C00161_C05167,,"general reaction, NADPH(see R00146)",alpha-amino acid:NAD+ oxidoreductase (deaminating),,,C00001 C00003 C00004 C00014 C00080 C00161 C05167
R00146,1 C00001 + 1 C00006 + 1 C05167 <=> 1 C00005 + 1 C00014 + 1 C00080 + 1 C00161,1.4.1.1 1.4.1.10 1.4.1.12 1.4.1.15 1.4.1.19 1.4.1.2 1.4.1.20 1.4.1.3 1.4.1.4 1.4.1.5 1.4.1.7 1.4.1.8 1.4.1.9,,,,RC00001__C00005_C00006 RC00025__C00161_C05167,,"general reaction, NADH(see R00145)",alpha-amino acid:NADP+ oxidoreductase (deaminating),,,C00001 C00005 C00006 C00014 C00080 C00161 C05167
R00148,1 C00001 + 1 C00192 + 1 C00399 <=> 1 C00007 + 1 C00014 + 1 C00390,1.14.99.39,M00528 M00804,K10944 K10945 K10946,rn00910 rn01100 rn01120 rn01310,RC00061__C00390_C00399 RC02797__C00014_C00192,,,"ammonia,ubiquinol:oxygen oxidoreductase; ammonia monooxygenase",,,C00001 C00007 C00014 C00192 C00390 C00399
R00149,1 C00001 + 2 C00002 + 1 C00011 + 1 C00014 <=> 2 C00008 + 1 C00009 + 1 C00169,6.3.4.16,M00029,K01948,rn00220 rn00250 rn00910 rn01100 rn01120 rn01200 rn01230,RC00002__C00002_C00008 RC02804__C00014_C00169,,,"carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)",,,C00001 C00002 C00008 C00009 C00011 C00014 C00169
R00150,1 C00001 + 1 C00008 + 1 C00169 <=> 1 C00002 + 1 C00014 + 1 C00288,2.7.2.2,,K00926,rn00220 rn00230 rn01100 rn01110 rn01120 rn01200,RC00002__C00002_C00008 RC02804__C00014_C00169, 10155,two-step reaction (see R01395+R12185),ATP:carbamate phosphotransferase,,,C00001 C00002 C00008 C00014 C00169 C00288
R00152,1 C00014 + 1 C00058 <=> 2 C00001 + 1 C01326,3.5.5.-,,K18282,rn00460 rn01100,RC03209__C00014_C01326 RC03210__C00058_C01326,,"cyanide dihydratase, CynD",hydrogen cyanide aminohydrolase,,,C00001 C00014 C00058 C01326
R00153,2 C00014 <=> 2 C00080 + 2 C05359 + 1 C05361,1.18.6.1,,,,,,"a part of multi-step reaction (see R05185, R00002+R00067+R00153+R02802+R04782)",reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing),,,C00014 C00080 C05359 C05361
R00155,1 C00001 + 1 C00015 <=> 1 C00009 + 1 C00105,3.6.1.5 3.6.1.6,,K01510 K01511 K12304 K12305 K14641 K14642,rn00240 rn01100 rn01232,RC00002__C00015_C00105, 64879,,UDP phosphohydrolase,,,C00001 C00009 C00015 C00105
R00156,1 C00002 + 1 C00015 <=> 1 C00008 + 1 C00075,2.7.4.6,M00052,K00940 K18533,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008, 25101,,ATP:UDP phosphotransferase,,,C00002 C00008 C00015 C00075
R00157,1 C00008 + 1 C00015 <=> 1 C00020 + 1 C00075,2.7.4.10,,K00944,,RC00002__C00008_C00020,,,uridine triphosphate:AMP phosphotransferase; UTP:AMP phosphotransferase,,,C00008 C00015 C00020 C00075
R00158,1 C00002 + 1 C00105 <=> 1 C00008 + 1 C00015,2.7.4.14 2.7.4.22 2.7.4.4,M00052,K09903 K13800 K13809,rn00240 rn01100 rn01232 rn01240,RC00002__C00002_C00008, 24403,,ATP:UMP phosphotransferase,,,C00002 C00008 C00015 C00105
R00159,1 C00001 + 1 C00075 <=> 1 C00009 + 1 C00015,3.6.1.39 3.6.1.5,,K01510 K14641 K14642,rn00240 rn01100 rn01232,RC00002__C00015_C00075, 64903,,UTP phosphohydrolase,,,C00001 C00009 C00015 C00075
R00160,1 C00001 + 1 C00016 <=> 1 C00020 + 1 C00061,3.6.1.18 3.6.1.9,,K01513 K18453,rn00740 rn01100,RC00002__C00016_C00020, 13892,,FAD nucleotidohydrolase,,,C00001 C00016 C00020 C00061
R00161,1 C00002 + 1 C00061 <=> 1 C00013 + 1 C00016,2.7.7.2,M00125 M00911,K00953 K11753 K14656 K22949,rn00740 rn01100 rn01110 rn01240,RC00002__C00016_C00061, 17240,,ATP:FMN adenylyltransferase,,,C00002 C00013 C00016 C00061
R00162,1 C00002 + 1 C00017 <=> 1 C00008 + 1 C00562,2.7.11.1 2.7.11.10 2.7.11.11 2.7.11.12 2.7.11.13 2.7.11.17 2.7.11.21 2.7.11.22 2.7.11.24 2.7.11.25 2.7.11.30 2.7.11.8 2.7.11.9 2.7.12.1 2.7.12.2,,,,RC00002__C00002_C00008, 17992__46611,general reaction,ATP:protein phosphotransferase; ATP:protein phosphotransferase (Ca2+/calmodulin-dependent),,,C00002 C00008 C00017 C00562
R00164,1 C00001 + 1 C00562 <=> 1 C00009 + 1 C00017,3.1.3.16,,,,, 20632__47007,,phosphoprotein phosphohydrolase,,,C00001 C00009 C00017 C00562
R00165,1 C00017 <=> 1 C00886,,,,,,,incomplete reaction,,,,C00017 C00886
R00166,1 C00017 <=> 1 C02047,,,,,,,incomplete reaction,,,,C00017 C02047
R00167,1 C00613 <=> 1 C02163,,,,,,,incomplete reaction,,,,C00613 C02163
R00168,1 C00017 <=> 1 C02554,,,,,,,incomplete reaction,,,,C00017 C02554
R00169,1 C00017 <=> 1 C02987,,,,,,,incomplete reaction,,,,C00017 C02987
R00170,1 C00017 <=> 1 C03127,,,,,,,incomplete,,,,C00017 C03127
R00172,1 C00017 <=> 1 C05336,,,,,,,incomplete reaction,,,,C00017 C05336
R00173,1 C00001 + 1 C00018 <=> 1 C00009 + 1 C00250,3.1.3.74,,K07758 K13248,rn00750 rn01100 rn01240,RC00017__C00018_C00250, 20536,,pyridoxal-5'-phosphate phosphohydrolase,,,C00001 C00009 C00018 C00250
R00174,1 C00002 + 1 C00250 <=> 1 C00008 + 1 C00018,2.7.1.35,,K00868,rn00750 rn01240,RC00002__C00002_C00008 RC00017__C00018_C00250, 10227,,ATP:pyridoxal 5'-phosphotransferase,,,C00002 C00008 C00018 C00250
R00177,1 C00001 + 1 C00002 + 1 C00073 <=> 1 C00009 + 1 C00013 + 1 C00019,2.5.1.6,M00034 M00035 M00368 M00609 M00953,K00789,rn00270 rn00670 rn00999 rn01100 rn01110 rn01230 rn01240,RC00021__C00019_C00073, 21083,"possibly intermediate (triphosphate, see [CPD:C00536])",ATP:L-methionine S-adenosyltransferase,,,C00001 C00002 C00009 C00013 C00019 C00073
R00178,1 C00011 + 1 C01137 <=> 1 C00019 + 1 C00080,4.1.1.50,M00034 M00133,K01611,rn00270 rn00330 rn01100 rn01110,RC00299__C00019_C01137, 15984,,S-adenosyl-L-methionine carboxy-lyase [S-adenosyl 3-(methylsulfanyl)propylamine-forming],,,C00011 C00019 C00080 C01137
R00179,1 C00019 <=> 1 C00170 + 1 C01234,4.4.1.14,M00368,K01762 K20772,rn00270 rn01100 rn01110,RC00021__C00019_C00170 RC01124__C00019_C01234, 21747,,S-adenosyl-L-methionine methylthioadenosine-lyase (1-aminocyclopropane-1-carboxylate-forming),,,C00019 C00170 C01234
R00181,1 C00001 + 1 C00020 <=> 1 C00014 + 1 C00130,3.5.4.17 3.5.4.6,M00958,K01490,rn00230 rn01100 rn01110 rn01232,RC00477__C00020_C00130, 14780,,AMP aminohydrolase,,,C00001 C00014 C00020 C00130
R00182,1 C00001 + 1 C00020 <=> 1 C00117 + 1 C00147,3.2.2.4,,K01241 K06966,rn00230 rn01100 rn01232,RC00063__C00020_C00147 RC00318__C00020_C00117, 20132,,AMP phosphoribohydrolase,,,C00001 C00020 C00117 C00147
R00183,1 C00001 + 1 C00020 <=> 1 C00009 + 1 C00212,3.1.3.5,M00958,K01081 K02566 K03787 K08693 K11751 K19970,rn00230 rn01100 rn01232,RC00017__C00020_C00212, 29378,,adenosine 5'-monophosphate phosphohydrolase,,,C00001 C00009 C00020 C00212
R00184,1 C00001 + 1 C01260 <=> 1 C00002 + 1 C00020,3.6.1.17 3.6.1.61,,K01518 K18445 K26955,rn00230 rn01100,RC00002__C00002_C01260, 32042,,"P1,P4-bis(5'-adenosyl)-tetraphosphate adenylohydrolase",,,C00001 C00002 C00020 C01260
R00185,1 C00002 + 1 C00212 <=> 1 C00008 + 1 C00020,2.7.1.20,,K00856,rn00230 rn01100 rn01232,RC00002__C00002_C00008 RC00017__C00020_C00212, 20827,,ATP:adenosine 5'-phosphotransferase,,,C00002 C00008 C00020 C00212
R00187,1 C00001 + 1 C06197 <=> 1 C00008 + 1 C00020,3.6.1.29,,K01522 K18424,rn00230 rn01100,RC00002__C00008_C06197, 13896,,"P1,P3-bis(5'-adenosyl)-triphosphate adenylohydrolase",,,C00001 C00008 C00020 C06197
R00188,1 C00001 + 1 C00054 <=> 1 C00009 + 1 C00020,3.1.3.7 3.1.3.97,,K01082 K06881 K07053 K15422 K15759,,RC00078__C00020_C00054, 10043,,"adenosine-3',5'-bisphosphate 3'-phosphohydrolase",,,C00001 C00009 C00020 C00054
R00189,1 C00002 + 1 C00014 + 1 C00857 <=> 1 C00003 + 1 C00013 + 1 C00020,6.3.1.5 6.3.5.1,M00115 M00912,K01916,rn00760 rn01100 rn01240,RC00100__C00003_C00857, 21191,,deamido-NAD+:ammonia ligase (AMP-forming),,,C00002 C00003 C00013 C00014 C00020 C00857
R00190,1 C00013 + 1 C00020 <=> 1 C00119 + 1 C00147,2.4.2.7,,K00759,rn00230 rn01100 rn01232,RC00063__C00020_C00147, 16612,,AMP:diphosphate phospho-D-ribosyltransferase,,,C00013 C00020 C00119 C00147
R00191,1 C00001 + 1 C00575 <=> 1 C00020,3.1.4.17 3.1.4.53,,K01120 K03651 K13293 K13294 K13296 K13298 K13755 K18283 K18436 K18437 K18438 K19021,rn00230 rn01100,RC00296__C00020_C00575, 25280,,"adenosine 3',5'-phosphate 5'-nucleotidohydrolase",,,C00001 C00020 C00575
R00192,1 C00001 + 1 C00021 <=> 1 C00155 + 1 C00212,3.13.2.1,M00035,K01251,rn00270 rn00670 rn01100,RC00069__C00021_C00155 RC01161__C00021_C00212, 21711,multi-step reaction,S-adenosyl-L-homocysteine hydrolase,,,C00001 C00021 C00155 C00212
R00193,1 C00001 + 1 C00021 <=> 1 C00014 + 1 C03431,3.5.4.28,,K12960,rn00270 rn01100,RC01168__C00021_C03431, 20719,,S-adenosyl-L-homocysteine aminohydrolase,,,C00001 C00014 C00021 C03431
R00194,1 C00001 + 1 C00021 <=> 1 C00147 + 1 C03539,3.2.2.9,M00609,K01243 K18284,rn00270 rn01100 rn01230,RC00063__C00021_C00147 RC00318__C00021_C03539, 17808,,S-adenosyl-L-homocysteine homocysteinylribohydrolase,,,C00001 C00021 C00147 C03539
R00195,1 C00001 + 1 C06393 <=> 2 C00014 + 1 C00022,4.3.1.15,,,,RC01176__C00022_C06393, 22087,,"2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)",,,C00001 C00014 C00022 C06393
R00196,1 C00022 + 2 C00080 + 2 C00126 <=> 2 C00125 + 1 C00186,1.1.2.3,,K00101,rn00620 rn01100,RC00016__C00125_C00126 RC00044__C00022_C00186, 19912,,(S)-lactate:ferricytochrome-c 2-oxidoreductase,,,C00022 C00080 C00125 C00126 C00186
R00197,1 C00022 + 2 C00080 + 2 C00126 <=> 2 C00125 + 1 C00256,1.1.2.4,,K00102,rn00620 rn01100,RC00016__C00125_C00126 RC00044__C00022_C00256, 13524,,(R)-lactate:ferricytochrome-c 2-oxidoreductase,,,C00022 C00080 C00125 C00126 C00256
R00198,1 C00022 + 2 C00080 + 2 C01071 <=> 1 C00256 + 2 C01070,1.1.2.5,,,rn00620 rn01100,RC00044__C00022_C00256, 16468,,(R)-lactate:ferricytochrome-c-553 2-oxidoreductase,,,C00022 C00080 C00256 C01070 C01071
R00199,1 C00001 + 1 C00002 + 1 C00022 <=> 1 C00009 + 1 C00020 + 1 C00074,2.7.9.2,M00173 M00374,K01007,rn00010 rn00620 rn00680 rn00720 rn01100 rn01110 rn01120 rn01200,RC00002__C00002_C00020 RC00015__C00022_C00074, 11367,multi-step reaction,"ATP:pyruvate,water phosphotransferase",,,C00001 C00002 C00009 C00020 C00022 C00074
R00200,1 C00002 + 1 C00022 <=> 1 C00008 + 1 C00074,2.7.1.40,M00001 M00002,K00873 K12406,rn00010 rn00620 rn01100 rn01110 rn01120 rn01200 rn01230,RC00002__C00002_C00008 RC00015__C00022_C00074, 18160,,ATP:pyruvate 2-O-phosphotransferase,,,C00002 C00008 C00022 C00074
R00203,1 C00001 + 1 C00003 + 1 C00546 <=> 1 C00004 + 1 C00022 + 1 C00080,1.2.1.22 1.2.1.23,,K07248,rn00620 rn01100,RC00001__C00003_C00004 RC00104__C00022_C00546, 52007,,pyruvaldehyde:NAD+ oxidoreductase; 2-oxopropanal:NAD+ oxidoreductase,,,C00001 C00003 C00004 C00022 C00080 C00546
R00205,1 C00001 + 1 C00006 + 1 C00546 <=> 1 C00005 + 1 C00022 + 1 C00080,1.2.1.49,,,rn00620 rn01100,RC00001__C00005_C00006 RC00104__C00022_C00546,,,2-oxopropanal:NADP+ oxidoreductase,,,C00001 C00005 C00006 C00022 C00080 C00546
R00206,1 C00002 + 1 C00009 + 1 C00022 <=> 1 C00013 + 1 C00020 + 1 C00074,2.7.9.1,M00169 M00171 M00172 M00173,K01006,rn00010 rn00620 rn00710 rn00720 rn01100 rn01120 rn01200,RC00002__C00002_C00020 RC00015__C00022_C00074, 10759,multi-step reaction,"ATP:pyruvate,phosphate phosphotransferase",,,C00002 C00009 C00013 C00020 C00022 C00074
R00207,1 C00007 + 1 C00009 + 1 C00022 <=> 1 C00011 + 1 C00027 + 1 C00227,1.2.3.3,,K00158,rn00620 rn01100,RC02745__C00022_C00227 RC02755__C00007_C00027, 20851,,pyruvate:oxygen 2-oxidoreductase (phosphorylating),,,C00007 C00009 C00011 C00022 C00027 C00227
R00208,1 C00001 + 1 C00074 <=> 1 C00009 + 1 C00022,3.1.3.60,,,,RC00015__C00022_C00074, 20000,,phosphoenolpyruvate phosphohydrolase,,,C00001 C00009 C00022 C00074
R00209,1 C00003 + 1 C00010 + 1 C00022 <=> 1 C00004 + 1 C00011 + 1 C00024 + 1 C00080,1.2.1.104,M00307,K00161 K00162 K00163 K00382 K00627,rn01100 rn01110 rn01120 rn01200 rn01210,RC00001__C00003_C00004 RC00004__C00010_C00024 RC02742__C00022_C00024, 28045,"multienzyme system: ec 1.2.4.1, ec 2.3.1.12 and ec 1.8.1.4;multi-step reaction (see R01699+R02569+R07618)",pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating); pyruvate dehydrogenase complex,,,C00003 C00004 C00010 C00011 C00022 C00024 C00080
R00210,1 C00005 + 1 C00011 + 1 C00024 + 1 C00080 <=> 1 C00006 + 1 C00010 + 1 C00022,1.2.1.51,,,rn01210,RC00001__C00005_C00006 RC00004__C00010_C00024 RC02742__C00022_C00024, 17428,,pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating),,,C00005 C00006 C00010 C00011 C00022 C00024 C00080
R00211,1 C00007 + 1 C00010 + 1 C00022 <=> 1 C00011 + 1 C00024 + 1 C00027,1.2.3.6,,,rn00620,RC00004__C00010_C00024 RC02742__C00022_C00024 RC02755__C00007_C00027, 21915,,pyruvate:oxygen 2-oxidoreductase (CoA-acetylating),,,C00007 C00010 C00011 C00022 C00024 C00027
R00212,1 C00010 + 1 C00022 <=> 1 C00024 + 1 C00058,2.3.1.54,,K00656,rn00620 rn00650 rn01100 rn01120,RC00004__C00010_C00024 RC01181__C00022_C00058 RC02742__C00022_C00024, 11847,,acetyl-CoA:formate C-acetyltransferase,,,C00010 C00022 C00024 C00058
R00213,1 C00001 + 1 C03015 <=> 1 C00011 + 2 C00014 + 1 C00022,4.3.1.13,,,,RC01182__C00022_C03015, 15448,,O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming),,,C00001 C00011 C00014 C00022 C03015
R00214,1 C00003 + 1 C00149 <=> 1 C00004 + 1 C00011 + 1 C00022 + 1 C00080,1.1.1.38 1.1.1.39,M00171,K00027 K00028,rn00620 rn00710 rn01100 rn01120 rn01200,RC00001__C00003_C00004 RC00105__C00022_C00149, 12656,,(S)-malate:NAD+ oxidoreductase (decarboxylating),,,C00003 C00004 C00011 C00022 C00080 C00149
R00215,1 C00003 + 1 C00497 <=> 1 C00004 + 1 C00011 + 1 C00022 + 1 C00080,1.1.1.83,,K07246,rn00650 rn01100,RC00001__C00003_C00004 RC00105__C00022_C00497, 18368,,(R)-malate:NAD+ oxidoreductase (decarboxylating),,,C00003 C00004 C00011 C00022 C00080 C00497
R00216,1 C00005 + 1 C00011 + 1 C00022 + 1 C00080 <=> 1 C00006 + 1 C00149,1.1.1.40,M00169 M00172,K00029,rn00620 rn00710 rn01100 rn01120 rn01200,RC00001__C00005_C00006 RC00105__C00022_C00149, 18256,,(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),,,C00005 C00006 C00011 C00022 C00080 C00149
R00217,1 C00011 + 1 C00022 <=> 1 C00036,1.1.1.38 1.1.1.40 4.1.1.112,,K01003,rn00620 rn01100,RC00040__C00022_C00036, 15644,,oxaloacetate carboxy-lyase (pyruvate-forming),,,C00011 C00022 C00036
R00218,1 C00001 + 1 C03248 <=> 1 C00011 + 1 C00022,4.1.1.78,,,rn00620,RC01185__C00022_C03248, 17736,,acetylenedicarboxylate carboxy-lyase (pyruvate-forming),,,C00001 C00011 C00022 C03248
R00219,1 C00011 + 1 C00022 <=> 1 C03981,4.1.1.-,,,rn00620,RC03119__C00022_C03981,,,2-hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming),,,C00011 C00022 C03981
R00220,1 C00014 + 1 C00022 <=> 1 C00065,4.3.1.17 4.3.1.19,M00975,K01752 K01754 K17989,rn00260 rn01100 rn01110 rn01200 rn01230,RC02600__C00022_C00065, 19172,,L-serine ammonia-lyase,,,C00014 C00022 C00065
R00221,1 C00014 + 1 C00022 <=> 1 C00740,4.3.1.18,,K01753 K20498,rn00260 rn00470 rn01100,RC02600__C00022_C00740, 13980,,D-serine ammonia-lyase,,,C00014 C00022 C00740
R00223,1 C00014 + 1 C00022 <=> 1 C00716,4.3.1.15,,,,RC02600__C00022_C00716,,,serine ammonia-lyase (pyruvate-forming),,,C00014 C00022 C00716
R00224,1 C00011 + 1 C00084 <=> 1 C00022,4.1.1.1,,,,RC01194__C00022_C00084, 45487,TPP-dependent enzymatic reaction (see R00014+R00755),pyruvate carboxy-lyase (acetaldehyde-forming),,,C00011 C00022 C00084
R00226,1 C00011 + 1 C06010 <=> 2 C00022,2.2.1.6,M00019,K01652 K01653 K11258,rn00290 rn00650 rn00660 rn00770 rn01100 rn01110 rn01210 rn01230,RC00106__C00022_C06010, 25252,TPP-dependent enzymatic reaction (R00014+R04672),pyruvate:pyruvate acetaldehydetransferase (decarboxylating); (S)-2-acetolactate pyruvate-lyase (carboxylating),,,C00011 C00022 C06010
R00227,1 C00001 + 1 C00024 <=> 1 C00010 + 1 C00033,3.1.2.1,,K01067,rn00620 rn01100,RC00004__C00010_C00024 RC00012__C00024_C00033, 20292,,acetyl-CoA hydrolase,,,C00001 C00010 C00024 C00033
R00228,1 C00003 + 1 C00010 + 1 C00084 <=> 1 C00004 + 1 C00024 + 1 C00080,1.2.1.10,M00545 M00569,K00132 K04021 K04072 K04073 K18366,rn00360 rn00362 rn00620 rn00621 rn00622 rn01100 rn01120 rn01220,RC00001__C00003_C00004 RC00004__C00010_C00024 RC01195__C00024_C00084, 23291,,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating),,,C00003 C00004 C00010 C00024 C00080 C00084
R00229,1 C00002 + 1 C00010 + 1 C00033 <=> 1 C00008 + 1 C00009 + 1 C00024,6.2.1.13,,K01905 K22224 K24012,rn00010 rn00620 rn01100 rn01120,RC00002__C00002_C00008 RC00004__C00010_C00024 RC00012__C00024_C00033, 15084,,acetate:CoA ligase (ADP-forming),,,C00002 C00008 C00009 C00010 C00024 C00033
R00230,1 C00009 + 1 C00024 <=> 1 C00010 + 1 C00227,2.3.1.8,M00357 M00579,K00625 K04020 K13788 K15024,rn00430 rn00620 rn00680 rn00720 rn01100 rn01120 rn01200,RC00004__C00010_C00024 RC02746__C00024_C00227, 19524,,acetyl-CoA:phosphate acetyltransferase,,,C00009 C00010 C00024 C00227
R00233,1 C00011 + 1 C00024 <=> 1 C98986,4.1.1.9,,K01578,rn00410 rn00640 rn01100,RC00040__C00024_C00083, 18784,,malonyl-CoA carboxy-lyase (acetyl-CoA-forming),,,C00011 C00024 C98986
R00235,1 C00002 + 1 C00010 + 1 C00033 <=> 1 C00013 + 1 C00020 + 1 C00024,6.2.1.1,M00357,K01895 K01913,rn00010 rn00630 rn00680 rn00720 rn01100 rn01110 rn01120 rn01200,RC00004__C00010_C00024 RC00012__C00024_C00033, 23179,two-step reaction (see R00316+R00236),acetate:CoA ligase (AMP-forming),,,C00002 C00010 C00013 C00020 C00024 C00033
R00236,1 C00010 + 1 C05993 <=> 1 C00020 + 1 C00024,6.2.1.1,,K01895 K01913,rn00620 rn01100,RC00004__C00010_C00024 RC00070__C00020_C05993 RC02746__C00024_C05993,,"the second step of two-step reaction (see R00235, R00316+R00236);following after R00316",acetyl adenylate:CoA acetyltransferase,,,C00010 C00020 C00024 C05993
R00237,1 C00022 + 1 C00024 <=> 1 C01011,4.1.3.25,M00376,K08691 K18292,rn00660 rn00720 rn01100 rn01120 rn01200,RC00502__C00024_C01011 RC01205__C00022_C01011, 22615,,(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming),,,C00022 C00024 C01011
R00238,1 C00010 + 1 C00332 <=> 2 C00024,2.3.1.16 2.3.1.9,M00087 M00088 M00095 M00373 M00374 M00375 M00849 M00957,K00626 K00632 K07508 K07509 K07513,rn00071 rn00280 rn00310 rn00362 rn00380 rn00620 rn00630 rn00650 rn00720 rn00900 rn01100 rn01110 rn01120 rn01200 rn01212,RC00004__C00010_C00024 RC00326__C00024_C00332, 21039,,acetyl-CoA:acetyl-CoA C-acetyltransferase,,,C00010 C00024 C00332
R00239,1 C00002 + 1 C00025 <=> 1 C00008 + 1 C03287,2.7.2.11,M00015,K00931 K12657,rn00330 rn00332 rn01100 rn01110 rn01230,RC00002__C00002_C00008 RC00043__C00025_C03287, 14880,,ATP:L-glutamate 5-phosphotransferase,,,C00002 C00008 C00025 C03287
R00243,1 C00001 + 1 C00003 + 1 C00025 <=> 1 C00004 + 1 C00014 + 1 C00026 + 1 C00080,1.4.1.14 1.4.1.2 1.4.1.3,,K00260 K00261 K15371,rn00220 rn00250 rn00430 rn00910 rn01100 rn01120,RC00001__C00003_C00004 RC00006__C00025_C00026 RC02799__C00014_C00025, 15136,"NADPH (ec 1.4.1.3 and 1.4.1.4, see R00248)",L-glutamate:NAD+ oxidoreductase (deaminating),,,C00001 C00003 C00004 C00014 C00025 C00026 C00080
